rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.214311,0.116928,0.039546,0.016696,0.000240,0.010830,0.029641,0.000388,-0.000009
1,1,False,True,0.230310,0.119445,0.037585,0.014241,0.000161,0.010629,0.045675,0.002524,-0.000015
2,2,False,True,0.244954,0.115373,0.036961,0.017259,0.000234,0.011520,0.060080,0.003477,-0.000017
3,3,False,True,0.254511,0.114057,0.036456,0.013534,0.000178,0.010980,0.074466,0.004786,-0.000023
4,4,False,True,0.254008,0.115099,0.036161,0.012896,0.000156,0.010393,0.074364,0.004881,-0.000023
5,5,False,True,0.270494,0.119334,0.036060,0.012778,0.000155,0.014348,0.081191,0.006490,-0.000064
6,6,False,True,0.260125,0.113396,0.035603,0.012371,0.000153,0.010768,0.081242,0.006527,-0.000030
7,7,False,True,0.283132,0.115091,0.036619,0.011669,0.000153,0.010573,0.100021,0.008931,-0.000039
8,8,False,True,0.288199,0.114923,0.035729,0.011551,0.000153,0.010816,0.106578,0.008376,-0.000039
9,9,False,True,0.284494,0.117538,0.034183,0.010289,0.000147,0.011508,0.101003,0.009740,-0.000047
10,10,False,True,0.290216,0.115925,0.034211,0.009712,0.000150,0.011906,0.106241,0.011986,-0.000050
inf,inf,False,True,0.282798,0.128313,0.030947,0.007187,0.000138,0.010788,0.088132,0.017184,-0.000072
