rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.211508,0.115368,0.038231,0.016049,0.000162,0.010243,0.031043,0.000375,-0.000006
1,1,False,True,0.224048,0.113990,0.037180,0.014135,0.000156,0.010478,0.045877,0.002188,-0.000013
2,2,False,True,0.255902,0.124641,0.039752,0.014376,0.000162,0.010574,0.062525,0.003792,-0.000019
3,3,False,True,0.269376,0.127542,0.037333,0.013145,0.000162,0.010673,0.075579,0.004886,-0.000023
4,4,False,True,0.255936,0.116595,0.036318,0.012939,0.000153,0.010484,0.074317,0.005076,-0.000023
5,5,False,True,0.254648,0.114145,0.036073,0.012797,0.000152,0.010849,0.074946,0.005625,-0.000028
6,6,False,True,0.264319,0.116017,0.036288,0.012380,0.000158,0.010501,0.082336,0.006575,-0.000030
7,7,False,True,0.272891,0.114189,0.035364,0.011700,0.000149,0.010403,0.092711,0.008305,-0.000037
8,8,False,True,0.280292,0.119852,0.035069,0.011325,0.000151,0.010792,0.094639,0.008390,-0.000039
9,9,False,True,0.287451,0.116080,0.034764,0.010295,0.000149,0.011042,0.104863,0.010171,-0.000050
10,10,False,True,0.292019,0.113809,0.034406,0.009641,0.000145,0.011298,0.111410,0.011228,-0.000049
inf,inf,False,True,0.274004,0.119311,0.030993,0.007420,0.000144,0.010850,0.087004,0.018176,-0.000074
