rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,6.892730,3.589633,1.336911,0.889983,0.003376,0.088781,0.982103,0.001601,-0.000022
0,0,True,True,6.168722,3.324223,1.136411,0.851570,0.003144,0.077045,0.774740,0.001530,-0.000022
1,1,False,True,6.384464,3.340109,1.077797,0.160167,0.003264,0.092312,1.657734,0.051966,-0.001068
1,1,True,True,6.016638,3.188915,1.022315,0.156278,0.003406,0.092014,1.501551,0.051408,-0.000711
2,2,True,True,6.109973,3.375364,0.964767,0.099692,0.003279,0.094133,1.462032,0.108714,-0.001952
2,2,False,True,5.901456,3.272759,0.928880,0.096769,0.002988,0.081104,1.411151,0.105545,-0.002219
3,3,False,True,6.625479,3.227844,0.925466,0.081933,0.002852,0.084672,2.129888,0.170218,-0.002567
3,3,True,True,8.550197,3.442728,1.191207,0.175753,0.006925,0.159708,3.394734,0.176491,-0.002602
4,4,True,True,7.709528,3.412177,0.920924,0.079261,0.002954,0.099763,2.938689,0.251768,-0.003951
4,4,False,True,7.529686,3.224965,0.892168,0.077511,0.003313,0.084794,2.962161,0.280026,-0.004699
5,5,False,True,11.571182,4.840325,1.247756,0.084344,0.003248,0.101976,4.647555,0.638537,-0.007382
5,5,True,True,8.477331,3.317174,0.905965,0.071610,0.002733,0.090488,3.766432,0.318488,-0.004396
6,6,False,True,13.513759,6.382399,1.448783,0.100576,0.003088,0.096988,5.043837,0.433699,-0.004347
6,6,True,True,9.261256,3.352979,0.875498,0.070726,0.002690,0.085835,4.479209,0.389206,-0.005067
7,7,False,True,9.746992,3.464596,0.907878,0.065651,0.002590,0.103375,4.740430,0.455138,-0.007291
7,7,True,True,10.108407,3.330251,0.862560,0.062153,0.002470,0.087773,5.298420,0.457624,-0.007115
8,8,True,True,10.190919,3.335493,0.924711,0.058748,0.002507,0.099270,5.245076,0.518644,-0.006422
8,8,False,True,9.830200,3.365657,0.947796,0.058930,0.002323,0.085315,4.858300,0.507598,-0.004239
9,9,False,True,9.812291,3.366504,0.885854,0.058784,0.002252,0.085910,4.857864,0.550918,-0.004165
9,9,True,True,10.154716,3.277610,0.872611,0.066632,0.002655,0.089554,5.266195,0.574337,-0.005076
10,10,True,True,9.885094,3.488576,0.860218,0.060590,0.002814,0.086700,4.749465,0.631836,-0.004853
10,10,False,True,9.523320,3.424166,0.893555,0.055814,0.002409,0.081388,4.463822,0.597964,-0.004147
inf,inf,False,True,7.712311,3.308642,1.034947,0.063485,0.003047,0.089002,2.550773,0.657679,-0.004695
inf,inf,True,True,7.799691,3.324692,0.844044,0.058305,0.002113,0.089645,2.701111,0.774762,-0.004979
