rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,2868,4016,799,466,333,420,28906,0,28486,0,420,151,0,0,0,0,0,360,0
1,1,False,True,2868,4010,799,466,333,402,28906,18,28486,0,402,151,14,6,0,8,3,360,0
2,2,False,True,2868,4002,799,466,333,389,28906,31,28486,0,389,151,25,7,0,18,4,360,0
3,3,False,True,2868,3994,799,466,333,370,28906,49,28486,1,370,151,33,11,1,21,8,360,0
4,4,False,True,2868,3977,799,466,333,349,28906,69,28486,2,349,151,38,14,2,22,11,360,0
5,5,False,True,2868,3968,799,466,333,337,28906,81,28486,2,337,151,40,16,2,22,13,360,0
6,6,False,True,2868,3966,799,466,333,332,28906,86,28486,2,332,151,43,16,2,25,13,360,0
7,7,False,True,2868,3966,799,466,333,320,28906,98,28486,2,320,151,47,20,2,25,17,360,0
8,8,False,True,2868,3962,799,466,333,299,28906,117,28486,4,299,151,52,24,4,24,21,360,0
9,9,False,True,2868,3953,799,466,333,278,28906,138,28486,4,278,151,61,28,4,29,25,360,0
10,10,False,True,2868,3926,799,466,333,266,28906,150,28486,4,266,151,63,31,4,28,26,360,0
inf,inf,False,True,2868,3703,799,466,333,0,28906,348,28486,72,0,151,116,71,14,31,56,360,0
