rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,13.676109,10.850586,2.367041,0.337921,0.009310,0.093426,0.014666,0.003029,-0.000101
0,0,True,True,16.022876,13.438246,2.095733,0.361595,0.009921,0.096406,0.016862,0.003976,-0.000102
1,1,False,True,13.212112,10.664248,2.022875,0.374806,0.012358,0.100193,0.027847,0.009630,-0.000111
1,1,True,True,14.810793,12.197999,2.081367,0.386366,0.010427,0.097812,0.026389,0.010281,-0.000111
2,2,True,True,16.387312,13.707006,2.106232,0.437790,0.009976,0.088034,0.023107,0.015024,-0.000108
2,2,False,True,13.359062,10.764019,2.079340,0.371990,0.009914,0.094803,0.024529,0.014323,-0.000106
3,3,False,True,13.593811,10.953546,2.096148,0.380614,0.009718,0.103886,0.027460,0.022289,-0.000112
3,3,True,True,13.578038,10.942627,2.098641,0.375758,0.009076,0.096822,0.028884,0.025220,-0.000974
4,4,True,True,13.284675,10.699397,2.056408,0.360194,0.009677,0.091414,0.031868,0.033573,-0.002105
4,4,False,True,13.852077,11.282711,2.041353,0.362646,0.008619,0.096835,0.030832,0.028921,-0.000123
5,5,False,True,13.598020,10.842354,2.235524,0.350112,0.009234,0.097163,0.030057,0.033419,-0.000120
5,5,True,True,13.360578,10.784265,2.037393,0.336817,0.008916,0.090116,0.045019,0.053779,-0.004233
6,6,False,True,14.756815,11.854275,2.158573,0.565187,0.010423,0.100579,0.032313,0.035310,-0.000155
6,6,True,True,13.945851,11.093284,2.272325,0.337325,0.009626,0.094059,0.059569,0.072131,-0.007492
7,7,False,True,13.363981,10.735553,2.103914,0.345468,0.008820,0.095709,0.034991,0.039354,-0.000132
7,7,True,True,13.563441,10.861346,2.055565,0.350292,0.009535,0.097826,0.083176,0.096159,-0.009501
8,8,True,True,13.582391,10.869154,1.996680,0.380823,0.008849,0.096325,0.105077,0.114207,-0.011237
8,8,False,True,13.366921,10.803183,2.023327,0.347208,0.009263,0.095159,0.039540,0.049073,-0.000130
9,9,False,True,13.367905,10.760095,2.041100,0.356858,0.010203,0.096469,0.043262,0.059738,-0.000142
9,9,True,True,13.561262,10.688024,2.093470,0.382444,0.012788,0.117718,0.118184,0.135256,-0.013326
10,10,True,True,13.809940,11.062162,2.022784,0.343803,0.009464,0.096575,0.122639,0.139479,-0.012986
10,10,False,True,14.201038,11.551933,2.075036,0.353364,0.010442,0.096289,0.047284,0.066504,-0.000148
inf,inf,False,True,13.375807,10.694783,1.982784,0.321122,0.009114,0.090887,0.110935,0.165952,-0.000191
inf,inf,True,True,14.332275,11.148530,2.063251,0.336473,0.010001,0.098153,0.321006,0.317989,-0.036829
