rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.189860,0.139650,0.022804,0.007514,0.000217,0.010518,0.008920,0.000200,-0.000006
1,1,False,True,0.197488,0.146233,0.022911,0.007184,0.000217,0.010908,0.009485,0.000511,-0.000008
2,2,False,True,0.194344,0.144250,0.022046,0.006881,0.000214,0.010706,0.009448,0.000758,-0.000009
3,3,False,True,0.190855,0.141077,0.021813,0.006459,0.000213,0.010538,0.009791,0.000921,-0.000011
4,4,False,True,0.189328,0.139566,0.021413,0.006186,0.000215,0.011161,0.009728,0.001016,-0.000011
5,5,False,True,0.190753,0.139989,0.021592,0.006153,0.000249,0.010630,0.010819,0.001276,-0.000013
6,6,False,True,0.192107,0.141450,0.021176,0.005366,0.000209,0.010670,0.011443,0.001746,-0.000015
7,7,False,True,0.190375,0.138920,0.020292,0.005338,0.000212,0.011339,0.012213,0.002012,-0.000016
8,8,False,True,0.190811,0.139871,0.020484,0.005346,0.000208,0.010735,0.012037,0.002080,-0.000017
9,9,False,True,0.191849,0.140837,0.020547,0.004832,0.000205,0.010872,0.012527,0.001981,-0.000017
10,10,False,True,0.189307,0.140100,0.020269,0.004800,0.000211,0.010445,0.011517,0.001918,-0.000016
inf,inf,False,True,0.194496,0.141434,0.019763,0.004947,0.000209,0.010604,0.014257,0.003212,-0.000040
