rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.191530,0.139313,0.024099,0.007424,0.000223,0.011011,0.009227,0.000195,-0.000006
1,1,False,True,0.195354,0.141930,0.024906,0.007117,0.000212,0.010673,0.009893,0.000582,-0.000009
2,2,False,True,0.193398,0.141214,0.022128,0.006979,0.000212,0.011016,0.010919,0.000887,-0.000010
3,3,False,True,0.191415,0.139467,0.021775,0.006517,0.000264,0.011056,0.011277,0.001016,-0.000011
4,4,False,True,0.192048,0.140434,0.022391,0.006187,0.000211,0.010867,0.010737,0.001178,-0.000012
5,5,False,True,0.188678,0.139094,0.021273,0.006008,0.000215,0.010732,0.010027,0.001284,-0.000013
6,6,False,True,0.190433,0.140398,0.020650,0.005417,0.000209,0.011178,0.011006,0.001530,-0.000014
7,7,False,True,0.190697,0.140243,0.020294,0.005017,0.000211,0.011142,0.011935,0.001809,-0.000015
8,8,False,True,0.190250,0.140585,0.020412,0.004917,0.000214,0.010553,0.011403,0.002117,-0.000017
9,9,False,True,0.191089,0.138877,0.020274,0.005216,0.000209,0.010763,0.013504,0.002196,-0.000017
10,10,False,True,0.189000,0.139300,0.020177,0.004810,0.000205,0.011047,0.011511,0.001904,-0.000016
inf,inf,False,True,0.192614,0.139159,0.019999,0.005158,0.000248,0.010821,0.013523,0.003630,-0.000043
