rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.189666,0.139026,0.022565,0.007455,0.000216,0.010850,0.009288,0.000227,-0.000006
1,1,False,True,0.191360,0.139572,0.022446,0.007192,0.000219,0.011205,0.010108,0.000578,-0.000009
2,2,False,True,0.191367,0.141169,0.021860,0.006570,0.000212,0.010568,0.010117,0.000831,-0.000009
3,3,False,True,0.193066,0.142617,0.022000,0.006430,0.000210,0.010553,0.010193,0.001020,-0.000010
4,4,False,True,0.188864,0.139242,0.021445,0.006161,0.000209,0.010697,0.010043,0.001022,-0.000011
5,5,False,True,0.192725,0.140159,0.023958,0.006092,0.000216,0.010543,0.010439,0.001274,-0.000013
6,6,False,True,0.199069,0.143350,0.022658,0.005501,0.000214,0.013529,0.012223,0.001548,-0.000014
7,7,False,True,0.191295,0.139749,0.020728,0.005547,0.000217,0.011092,0.011902,0.002011,-0.000016
8,8,False,True,0.195676,0.144118,0.020493,0.005334,0.000248,0.010946,0.012378,0.002110,-0.000017
9,9,False,True,0.190891,0.140585,0.020155,0.004918,0.000207,0.010621,0.012360,0.001996,-0.000018
10,10,False,True,0.195570,0.142851,0.020974,0.005012,0.000217,0.011167,0.013270,0.002030,-0.000018
inf,inf,False,True,0.197355,0.142967,0.020187,0.004875,0.000213,0.010779,0.014575,0.003683,-0.000043
