rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.191102,0.139044,0.022707,0.007452,0.000223,0.011118,0.010293,0.000224,-0.000007
1,1,False,True,0.208312,0.154050,0.025427,0.007939,0.000233,0.010857,0.009268,0.000498,-0.000007
2,2,False,True,0.194779,0.143547,0.021926,0.006617,0.000212,0.010989,0.010568,0.000873,-0.000011
3,3,False,True,0.192571,0.142297,0.022053,0.006743,0.000221,0.010564,0.009710,0.000935,-0.000012
4,4,False,True,0.191441,0.139884,0.021473,0.006860,0.000252,0.011173,0.010473,0.001280,-0.000012
5,5,False,True,0.190187,0.140187,0.021365,0.006546,0.000210,0.010461,0.010236,0.001136,-0.000013
6,6,False,True,0.192679,0.139991,0.021356,0.005792,0.000219,0.010994,0.012522,0.001755,-0.000015
7,7,False,True,0.194222,0.143413,0.020744,0.005306,0.000216,0.010732,0.011922,0.001842,-0.000016
8,8,False,True,0.189611,0.138832,0.020604,0.004921,0.000220,0.010855,0.012017,0.002113,-0.000017
9,9,False,True,0.188914,0.138936,0.020175,0.004843,0.000208,0.011356,0.011405,0.001942,-0.000017
10,10,False,True,0.191923,0.141711,0.020240,0.004804,0.000208,0.010669,0.012032,0.002207,-0.000018
inf,inf,False,True,0.193698,0.139274,0.019845,0.004854,0.000212,0.010998,0.014830,0.003614,-0.000040
