rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.192513,0.140528,0.022579,0.007606,0.000213,0.011044,0.010273,0.000231,-0.000006
1,1,False,True,0.191986,0.141687,0.022424,0.007096,0.000212,0.010672,0.009192,0.000664,-0.000008
2,2,False,True,0.203766,0.147462,0.022989,0.007044,0.000257,0.014304,0.010802,0.000865,-0.000011
3,3,False,True,0.190906,0.139546,0.021842,0.006598,0.000219,0.010568,0.011052,0.001038,-0.000011
4,4,False,True,0.194304,0.143137,0.021612,0.006828,0.000216,0.010749,0.010439,0.001280,-0.000011
5,5,False,True,0.202355,0.145373,0.025640,0.006617,0.000215,0.011718,0.011599,0.001149,-0.000012
6,6,False,True,0.195548,0.144088,0.021181,0.005878,0.000256,0.010715,0.011550,0.001833,-0.000015
7,7,False,True,0.198164,0.145033,0.021071,0.005566,0.000224,0.011061,0.013137,0.002025,-0.000016
8,8,False,True,0.189852,0.139367,0.020177,0.004938,0.000224,0.010784,0.012199,0.002114,-0.000017
9,9,False,True,0.190596,0.139804,0.020257,0.004890,0.000208,0.011376,0.011840,0.002171,-0.000018
10,10,False,True,0.190050,0.139707,0.020206,0.004830,0.000209,0.011202,0.011828,0.002021,-0.000017
inf,inf,False,True,0.193718,0.140013,0.019907,0.004870,0.000211,0.010632,0.014367,0.003642,-0.000043
