rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,17.726642,14.280334,3.014268,0.353328,0.009775,0.035367,0.031353,0.002096,-0.000081
1,1,False,True,18.415171,14.905114,3.049083,0.368501,0.009948,0.028849,0.040340,0.013205,-0.000090
2,2,False,True,17.818252,14.312520,3.026585,0.364256,0.009739,0.030222,0.046490,0.028296,-0.000104
3,3,False,True,17.796102,14.313451,2.970498,0.390884,0.010409,0.030806,0.044224,0.035676,-0.000108
4,4,False,True,17.701185,14.249630,2.968882,0.344828,0.009966,0.031038,0.051377,0.045310,-0.000113
5,5,False,True,17.928585,14.431046,2.978410,0.368771,0.009776,0.029741,0.053614,0.057064,-0.000122
6,6,False,True,17.934475,14.400004,2.996535,0.366497,0.011071,0.031940,0.059566,0.068693,-0.000128
7,7,False,True,18.045963,14.453460,3.036159,0.365373,0.009681,0.035469,0.064248,0.081397,-0.000137
8,8,False,True,18.084339,14.501255,3.031561,0.341008,0.009980,0.030253,0.068346,0.101738,-0.000160
9,9,False,True,18.154015,14.547886,3.020918,0.369711,0.009520,0.029342,0.072419,0.103978,-0.000203
10,10,False,True,18.149568,14.554907,3.039375,0.335105,0.009914,0.029017,0.076827,0.104233,-0.000148
inf,inf,False,True,18.056401,14.277441,2.931289,0.322310,0.009468,0.029062,0.191368,0.295134,-0.000287
