rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,17.691510,14.262793,2.995401,0.351703,0.011439,0.036663,0.031307,0.002079,-0.000082
1,1,False,True,17.745622,14.307294,2.983422,0.362923,0.009651,0.028951,0.039326,0.013919,-0.000094
2,2,False,True,17.736585,14.266086,2.987786,0.371135,0.009766,0.029698,0.042796,0.029175,-0.000102
3,3,False,True,17.792716,14.331906,2.986631,0.352258,0.010001,0.029156,0.046172,0.036445,-0.000106
4,4,False,True,17.766144,14.308778,2.976869,0.348455,0.010076,0.028844,0.047469,0.045497,-0.000114
5,5,False,True,17.850715,14.349342,2.990955,0.359298,0.009746,0.029585,0.054476,0.057150,-0.000122
6,6,False,True,17.858470,14.322744,3.009327,0.356646,0.009532,0.031026,0.059208,0.069816,-0.000131
7,7,False,True,17.795643,14.268457,2.993757,0.340996,0.010598,0.037331,0.064366,0.079963,-0.000135
8,8,False,True,17.883615,14.310488,3.001691,0.364045,0.010315,0.029262,0.067061,0.100559,-0.000152
9,9,False,True,17.944240,14.406578,2.961379,0.361260,0.010044,0.029004,0.073928,0.101856,-0.000150
10,10,False,True,17.850521,14.293334,2.976762,0.359477,0.009913,0.029626,0.076549,0.104656,-0.000156
inf,inf,False,True,18.151003,14.381534,2.927871,0.312975,0.009795,0.029858,0.187804,0.300775,-0.000351
