rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,19.172131,14.937880,2.500036,1.276985,0.011788,0.088464,0.353569,0.003274,-0.000094
1,1,False,True,19.378769,15.036640,2.523567,1.336586,0.013672,0.084233,0.363828,0.020102,-0.000099
2,2,False,True,19.429944,15.076752,2.504262,1.372503,0.012377,0.089077,0.351484,0.023353,-0.000096
3,3,False,True,19.395553,15.047274,2.474445,1.255841,0.011606,0.083072,0.487506,0.035665,-0.000102
4,4,False,True,19.463132,14.976637,2.473869,1.331930,0.011626,0.083889,0.538810,0.046225,-0.000106
5,5,False,True,19.319344,14.872744,2.470888,1.252663,0.011539,0.085868,0.594553,0.030935,-0.000106
6,6,False,True,19.652991,15.074291,2.504245,1.280971,0.011821,0.086707,0.662788,0.032019,-0.000107
7,7,False,True,19.667632,15.113814,2.483656,1.252822,0.011746,0.085448,0.683774,0.036224,-0.000107
8,8,False,True,19.643524,14.966471,2.456185,1.295180,0.013019,0.086544,0.785482,0.040482,-0.000113
9,9,False,True,19.559508,14.896694,2.458632,1.264389,0.011711,0.083093,0.794837,0.049994,-0.000116
10,10,False,True,19.832819,15.074683,2.461656,1.328125,0.011997,0.084734,0.823933,0.047538,-0.000112
inf,inf,False,True,21.610432,14.969863,2.220277,1.175529,0.012354,0.086488,2.817222,0.299594,-0.029064
