rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,19.227475,14.921594,2.506093,1.337442,0.011608,0.087567,0.359659,0.003376,-0.000095
1,1,False,True,19.585065,15.192541,2.539311,1.369575,0.012026,0.085414,0.365302,0.020761,-0.000095
2,2,False,True,19.164228,14.793079,2.510743,1.360210,0.013261,0.086064,0.376826,0.023893,-0.000102
3,3,False,True,19.761037,15.310793,2.538384,1.286408,0.011834,0.085666,0.492036,0.035747,-0.000123
4,4,False,True,19.363220,14.882801,2.476928,1.309749,0.012699,0.084226,0.549304,0.047362,-0.000108
5,5,False,True,19.516990,14.980787,2.481984,1.324728,0.012121,0.086541,0.598158,0.032524,-0.000106
6,6,False,True,19.607166,15.104312,2.470596,1.255056,0.011724,0.085415,0.646539,0.033373,-0.000110
7,7,False,True,19.544066,14.957434,2.473409,1.302174,0.012571,0.084281,0.678431,0.035620,-0.000106
8,8,False,True,19.551319,14.876885,2.491577,1.244690,0.011697,0.085925,0.800693,0.039695,-0.000114
9,9,False,True,19.511716,14.881894,2.450574,1.232354,0.012534,0.084278,0.799879,0.050040,-0.000119
10,10,False,True,19.618692,14.891552,2.464371,1.303391,0.011716,0.083680,0.816250,0.047579,-0.000113
inf,inf,False,True,21.511083,14.963886,2.224543,1.130979,0.012147,0.087915,2.763683,0.298242,-0.029649
