key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
total_time_sec,14.541294,14.745318,14.456149,14.987553,14.500579,14.703900,14.320647,14.271902,14.413823,14.360414,14.833537,14.207899
load_time_sec,3.127848,3.083912,3.111743,3.093125,3.146392,3.109033,3.133248,3.069279,3.153068,3.111800,3.312093,3.076723
detect_races_time_sec,7.546475,7.476702,7.425654,7.869796,7.451670,7.688795,7.380625,7.365161,7.388015,7.406439,7.667317,7.302266
extract_traces_time_sec,3.767622,3.981836,3.765616,3.865032,3.751436,3.758797,3.665349,3.688583,3.723152,3.689653,3.704613,3.644213
find_reactive_cmds_time_sec,0.011537,0.011600,0.011248,0.012576,0.011459,0.011284,0.011201,0.011302,0.011404,0.011356,0.012180,0.011402
find_proactive_cmds_time_sec,0.079978,0.077945,0.079326,0.081723,0.076755,0.081892,0.076494,0.078178,0.079216,0.079167,0.076457,0.079998
find_covered_races_time,0.000002,0.000002,0.000002,0.000002,0.000001,0.000003,0.000001,0.000002,0.000002,0.000002,0.000002,0.000001
per_packet_inconsistent_time_sec,0.007735,0.113216,0.062457,0.065193,0.062764,0.053986,0.053622,0.059280,0.058842,0.061877,0.060758,0.092835
find_inconsistent_update_time_sec,0.000085,0.000091,0.000091,0.000090,0.000091,0.000098,0.000095,0.000104,0.000111,0.000110,0.000104,0.000450
