rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,19.290775,14.979586,2.498340,1.358212,0.011868,0.087026,0.352256,0.003349,-0.000097
1,1,False,True,19.481667,15.083953,2.529180,1.388367,0.011819,0.082972,0.364077,0.021161,-0.000096
2,2,False,True,19.282659,14.923367,2.501371,1.363582,0.012181,0.087771,0.370476,0.023768,-0.000101
3,3,False,True,19.392001,14.994632,2.499973,1.277693,0.011847,0.084161,0.486668,0.036884,-0.000101
4,4,False,True,19.503607,14.968153,2.492475,1.344780,0.013310,0.085742,0.551205,0.047798,-0.000103
5,5,False,True,19.372673,14.885949,2.486746,1.267496,0.011610,0.082898,0.606623,0.031202,-0.000108
6,6,False,True,19.656520,15.098267,2.486188,1.307560,0.012278,0.085890,0.633772,0.032408,-0.000109
7,7,False,True,19.896083,15.207928,2.564477,1.275213,0.014484,0.088268,0.706723,0.038836,-0.000112
8,8,False,True,19.578844,14.927415,2.483180,1.236713,0.011622,0.085783,0.793211,0.040769,-0.000110
9,9,False,True,19.765603,15.052800,2.498414,1.289931,0.011905,0.085876,0.777585,0.048935,-0.000117
10,10,False,True,20.082379,15.245379,2.504160,1.337834,0.013603,0.085117,0.844565,0.051395,-0.000252
inf,inf,False,True,21.589520,15.019331,2.222225,1.133465,0.011867,0.090444,2.785003,0.298063,-0.029082
