rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,19.382066,15.099184,2.507712,1.317373,0.011807,0.086394,0.356175,0.003287,-0.000095
1,1,False,True,19.226798,14.856381,2.506645,1.392213,0.011754,0.084095,0.355725,0.019850,-0.000094
2,2,False,True,19.234493,14.882846,2.515370,1.340843,0.011968,0.085968,0.373743,0.023612,-0.000101
3,3,False,True,19.394909,14.959971,2.502237,1.306118,0.011845,0.083653,0.495263,0.035676,-0.000103
4,4,False,True,19.390979,14.887286,2.491184,1.308601,0.011631,0.083740,0.563380,0.045008,-0.000107
5,5,False,True,19.538275,15.038112,2.495887,1.280990,0.011707,0.083516,0.597175,0.030740,-0.000106
6,6,False,True,19.483548,14.964618,2.473902,1.268777,0.011905,0.085932,0.645652,0.032619,-0.000104
7,7,False,True,19.481224,14.895980,2.485999,1.267200,0.011844,0.087830,0.694485,0.037736,-0.000109
8,8,False,True,19.618802,14.938285,2.470576,1.280446,0.011646,0.085822,0.792826,0.039052,-0.000109
9,9,False,True,19.539883,14.928443,2.456882,1.231769,0.012162,0.085037,0.777029,0.048403,-0.000117
10,10,False,True,19.600812,14.924023,2.452421,1.266116,0.011775,0.083492,0.815588,0.047244,-0.000113
inf,inf,False,True,21.435670,14.942373,2.211916,1.080030,0.011753,0.085357,2.775924,0.298332,-0.029942
