rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,19.515577,15.197414,2.539347,1.316873,0.012388,0.091704,0.354399,0.003318,-0.000092
1,1,False,True,19.425739,15.093337,2.537536,1.327229,0.012214,0.083524,0.351482,0.020282,-0.000096
2,2,False,True,19.492415,15.114669,2.537124,1.355593,0.013107,0.085990,0.362388,0.023406,-0.000096
3,3,False,True,19.474044,15.046061,2.523473,1.289096,0.012684,0.082883,0.482965,0.036741,-0.000100
4,4,False,True,19.584785,15.041710,2.506039,1.335145,0.011866,0.085273,0.555405,0.049204,-0.000103
5,5,False,True,19.586981,15.043510,2.511323,1.316701,0.012472,0.084169,0.588224,0.030439,-0.000104
6,6,False,True,19.597732,15.004144,2.487991,1.320069,0.012942,0.086740,0.653093,0.032605,-0.000107
7,7,False,True,19.494057,14.866617,2.484315,1.313842,0.011709,0.085650,0.694354,0.037415,-0.000113
8,8,False,True,19.574372,14.943836,2.469957,1.233199,0.012065,0.088895,0.786847,0.039424,-0.000109
9,9,False,True,19.826591,15.072144,2.494444,1.309147,0.013909,0.084187,0.802889,0.049715,-0.000116
10,10,False,True,19.676177,14.894809,2.449733,1.347992,0.011940,0.083762,0.839637,0.048148,-0.000114
inf,inf,False,True,21.727056,15.115848,2.255038,1.124023,0.013783,0.089107,2.796967,0.303253,-0.028999
