key,value
rw_delta,9
ww_delta,9
alt_barr,False
data_deps,True
total_time_sec,7.160095
load_time_sec,2.714822
detect_races_time_sec,0.442442
extract_traces_time_sec,0.065302
find_reactive_cmds_time_sec,0.000032
find_proactive_cmds_time_sec,0.083593
find_covered_races_time,1.675193
per_packet_inconsistent_time_sec,0.232171
find_inconsistent_update_time_sec,-0.000159
