key/t,True-inf,True-9,True-8,True-7,True-6,True-5,True-4,True-3,True-2,True-10,True-1,True-0,False-inf,False-9,False-8,False-7,False-6,False-5,False-4,False-3,False-2,False-10,False-1,False-0
total_time_sec,11.999285,12.958732,13.051559,11.545350,10.520343,9.926928,8.669506,7.222476,6.623450,13.439089,6.654916,6.333141,8.876812,7.160095,6.976886,6.488822,6.912091,6.704697,6.299168,6.023593,5.524629,7.323505,5.437554,5.505134
load_time_sec,2.817061,2.651822,2.688098,2.862699,2.674933,2.689186,2.628433,2.632003,2.693766,2.716024,2.824576,2.865287,2.857908,2.714822,2.677028,2.717953,2.897228,2.977442,3.073578,2.837364,2.665012,2.674139,2.732612,2.920211
detect_races_time_sec,0.427089,0.442757,0.449187,0.455413,0.455504,0.502190,0.600904,0.458540,0.512654,0.440182,0.496873,0.507069,0.413931,0.442442,0.442947,0.443764,0.522255,0.490692,0.463963,0.448218,0.473704,0.423461,0.473282,0.477050
extract_traces_time_sec,0.069448,0.065784,0.063546,0.059216,0.062421,0.073641,0.070223,0.065012,0.071430,0.063600,0.089584,0.094890,0.065480,0.065302,0.067455,0.069025,0.065100,0.074966,0.074843,0.066942,0.086815,0.063145,0.085426,0.096602
find_reactive_cmds_time_sec,0.000031,0.000042,0.000053,0.000030,0.000030,0.000047,0.000037,0.000033,0.000033,0.000034,0.000034,0.000000,0.000000,0.000032,0.000042,0.000035,0.000000,0.000000,0.000000,0.000034,0.000034,0.000033,0.000000,0.000038
find_proactive_cmds_time_sec,0.087904,0.097371,0.089241,0.081601,0.082946,0.098385,0.086588,0.080331,0.082983,0.086894,0.095887,0.090957,0.093210,0.083593,0.101733,0.085212,0.086794,0.109421,0.090084,0.085899,0.099115,0.089057,0.079127,0.089310
find_covered_races_time,5.479750,7.405518,7.499647,6.150113,5.462124,4.581731,3.845121,2.784175,2.147530,7.849517,2.143110,1.761569,2.331088,1.675193,1.524723,1.451884,1.372231,1.339037,1.234514,1.314497,1.119888,1.706159,1.046420,0.958149
per_packet_inconsistent_time_sec,0.409747,0.248564,0.184382,0.131491,0.114974,0.079499,0.056050,0.036773,0.010640,0.256005,0.008026,0.001765,0.439926,0.232171,0.199176,0.138440,0.113533,0.075542,0.051406,0.027564,0.008757,0.281445,0.003961,0.002033
find_inconsistent_update_time_sec,-0.000254,-0.000186,-0.000152,-0.000144,-0.001408,-0.000109,-0.000108,-0.000088,-0.000414,-0.000194,-0.000062,-0.000010,-0.000217,-0.000159,-0.000112,-0.000100,0.000000,0.000000,0.000000,-0.000027,-0.000016,-0.000146,-0.000011,-0.000010
