key,value
rw_delta,inf
ww_delta,inf
alt_barr,False
data_deps,True
total_time_sec,20.193331
load_time_sec,4.540147
detect_races_time_sec,0.818419
extract_traces_time_sec,0.082394
find_reactive_cmds_time_sec,0.000657
find_proactive_cmds_time_sec,0.094328
find_covered_races_time,1.515208
per_packet_inconsistent_time_sec,0.651471
find_inconsistent_update_time_sec,-0.000267
