rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,4.385289,3.050342,0.750002,0.214579,0.000759,0.015476,0.351556,0.002512,-0.000009
0,0,True,True,4.289988,3.069222,0.665673,0.211392,0.001160,0.016795,0.323570,0.002110,-0.000007
1,1,False,True,4.479803,3.144676,0.694302,0.192913,0.000706,0.014043,0.411951,0.021142,-0.000016
1,1,True,True,4.370546,3.065726,0.678663,0.192803,0.000689,0.014279,0.398487,0.019775,-0.000046
2,2,False,True,4.560939,3.105804,0.777673,0.190717,0.000728,0.014802,0.439671,0.031462,-0.000026
2,2,True,True,4.495772,3.096709,0.705347,0.200683,0.000711,0.014428,0.445178,0.032645,-0.000022
3,3,False,True,4.760289,3.275807,0.709102,0.196089,0.000742,0.015061,0.516409,0.047002,-0.000027
3,3,True,True,4.713102,3.223523,0.686989,0.197420,0.000701,0.013873,0.526111,0.064264,-0.000158
4,4,False,True,4.560378,3.109514,0.680894,0.181836,0.000751,0.015733,0.504945,0.066616,-0.000037
4,4,True,True,4.967080,3.211386,0.687563,0.195408,0.000696,0.014246,0.791247,0.066260,-0.000213
5,5,False,True,4.703685,3.181336,0.686752,0.184990,0.000681,0.014448,0.553868,0.081507,-0.000041
5,5,True,True,4.930932,2.976335,0.655387,0.178274,0.000627,0.013763,1.021473,0.084788,-0.000223
6,6,False,True,4.676051,3.068033,0.694563,0.181616,0.000745,0.016098,0.613209,0.101684,-0.000050
6,6,True,True,5.339822,3.077942,0.685492,0.178263,0.000659,0.013549,1.261473,0.122083,-0.000291
7,7,False,True,4.834788,3.152807,0.681406,0.174476,0.000711,0.013782,0.677663,0.133804,-0.000073
7,7,True,True,5.446364,3.031598,0.687390,0.179034,0.000645,0.013801,1.393169,0.140434,-0.000234
8,8,False,True,4.792439,3.057080,0.660723,0.165031,0.000686,0.014829,0.747150,0.146819,-0.000070
8,8,True,True,5.453493,2.934609,0.645907,0.165438,0.000724,0.014435,1.538038,0.154027,-0.000253
9,9,False,True,4.896737,3.123260,0.663529,0.166345,0.000634,0.014349,0.761980,0.166498,-0.000085
9,9,True,True,5.664109,2.965352,0.645326,0.175199,0.000609,0.013925,1.688798,0.174558,-0.000278
10,10,False,True,5.105474,3.108425,0.682342,0.178272,0.000668,0.015218,0.911218,0.209167,-0.000107
10,10,True,True,5.935980,3.129554,0.654394,0.157046,0.000643,0.015376,1.773205,0.205395,-0.000319
inf,inf,False,True,5.267248,3.031897,0.640628,0.130275,0.000524,0.014163,0.967107,0.482330,-0.000266
inf,inf,True,True,5.737582,3.190559,0.680565,0.129183,0.000503,0.014956,1.214638,0.506720,-0.000409
