rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,2180,3265,539,518,21,1301,11010,0,9709,0,1301,522,0,0,0,0,0,23,0
1,1,False,True,2180,3237,539,518,21,1253,11010,47,9709,1,1253,522,35,0,1,34,0,23,0
2,2,False,True,2180,3226,539,518,21,1224,11010,73,9709,4,1224,522,53,0,4,49,0,23,0
3,3,False,True,2180,3206,539,518,21,1184,11010,111,9709,6,1184,522,76,0,6,70,0,23,0
4,4,False,True,2180,3180,539,518,21,1134,11010,141,9709,26,1134,522,100,0,24,76,0,23,0
5,5,False,True,2180,3145,539,518,21,1075,11010,179,9709,47,1075,522,124,0,43,81,0,23,0
6,6,False,True,2180,3110,539,518,21,1014,11010,214,9709,73,1014,522,150,0,66,84,0,23,0
7,7,False,True,2180,3073,539,518,21,949,11010,253,9709,99,949,522,178,0,91,87,0,23,0
8,8,False,True,2180,3031,539,518,21,887,11010,290,9709,124,887,522,198,0,114,84,0,23,0
9,9,False,True,2180,2996,539,518,21,828,11010,323,9709,150,828,522,222,0,136,86,0,23,0
10,10,False,True,2180,2952,539,518,21,759,11010,358,9709,184,759,522,247,0,163,84,0,23,0
inf,inf,False,True,2180,2460,539,518,21,0,11010,745,9709,556,0,522,514,0,492,22,0,23,0
