rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.229053,0.350243,0.804612,0.049286,0.000106,0.013793,0.010675,0.000293,-0.000012
1,1,False,True,1.265927,0.347214,0.799223,0.031790,0.000099,0.012603,0.069942,0.004806,-0.000216
2,2,False,True,1.300630,0.346882,0.790034,0.023766,0.000096,0.013383,0.115281,0.010646,-0.000504
3,3,False,True,1.339343,0.353629,0.798763,0.016428,0.000093,0.013732,0.138312,0.017508,-0.000845
4,4,False,True,1.318823,0.345494,0.794377,0.011354,0.000092,0.013600,0.128505,0.023977,-0.001389
5,5,False,True,1.298513,0.343485,0.775004,0.009449,0.000087,0.012800,0.126003,0.029686,-0.001962
6,6,False,True,1.287238,0.349934,0.767374,0.007993,0.000091,0.012604,0.112106,0.034814,-0.002286
7,7,False,True,1.292387,0.347494,0.770482,0.006647,0.000087,0.013080,0.111160,0.040679,-0.002719
8,8,False,True,1.281879,0.346741,0.761215,0.006132,0.000089,0.013335,0.105244,0.045911,-0.003176
9,9,False,True,1.294518,0.347896,0.773897,0.005838,0.000087,0.013364,0.099434,0.050333,-0.003633
10,10,False,True,1.290686,0.350931,0.762219,0.005532,0.000090,0.014038,0.097566,0.055934,-0.004340
inf,inf,False,True,1.248353,0.352885,0.719449,0.004070,0.000092,0.012884,0.069813,0.081815,-0.007308
