key,value
rw_delta,inf
ww_delta,inf
alt_barr,True
data_deps,True
total_time_sec,1.327389
load_time_sec,0.367635
detect_races_time_sec,0.781823
extract_traces_time_sec,0.004189
find_reactive_cmds_time_sec,0.000135
find_proactive_cmds_time_sec,0.015072
find_covered_races_time,0.075259
per_packet_inconsistent_time_sec,0.072926
find_inconsistent_update_time_sec,-0.010287
