rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.591335,0.462645,1.047329,0.052053,0.000200,0.018608,0.010041,0.000402,-0.000015
1,1,False,True,1.667693,0.415756,1.108640,0.037072,0.000116,0.012906,0.087998,0.004939,-0.000223
2,2,False,True,1.757041,0.467429,1.094080,0.025411,0.000100,0.013389,0.143404,0.012674,-0.000516
3,3,False,True,1.786191,0.490495,1.051852,0.018333,0.000094,0.013537,0.185442,0.025339,-0.001058
4,4,False,True,1.685937,0.461132,1.011637,0.011180,0.000093,0.013729,0.155603,0.030783,-0.001735
5,5,False,True,1.309411,0.344614,0.784839,0.009619,0.000094,0.013267,0.124345,0.030717,-0.001880
6,6,False,True,1.293486,0.349895,0.768787,0.008168,0.000093,0.013288,0.114263,0.036615,-0.002328
7,7,False,True,1.272929,0.341172,0.755964,0.006640,0.000092,0.012982,0.111571,0.041768,-0.002705
8,8,False,True,1.305695,0.345449,0.768922,0.006564,0.000092,0.016056,0.119202,0.046240,-0.003137
9,9,False,True,1.288617,0.350300,0.763093,0.005974,0.000089,0.013459,0.100606,0.051063,-0.003993
10,10,False,True,1.288680,0.353823,0.756599,0.005654,0.000093,0.014409,0.095356,0.057815,-0.004887
inf,inf,False,True,1.576074,0.462593,0.902387,0.004783,0.000188,0.015927,0.084813,0.097462,-0.007881
