rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.226973,0.344128,0.814830,0.045781,0.000103,0.012806,0.009009,0.000271,-0.000013
1,1,False,True,1.271446,0.347911,0.801134,0.033068,0.000110,0.013057,0.071108,0.004805,-0.000220
2,2,False,True,1.306726,0.352754,0.787858,0.023765,0.000120,0.012754,0.118480,0.010457,-0.000501
3,3,False,True,1.328665,0.348811,0.786971,0.020227,0.000130,0.013363,0.140542,0.017729,-0.000855
4,4,False,True,1.312558,0.344757,0.788367,0.010996,0.000091,0.013130,0.129899,0.023903,-0.001377
5,5,False,True,1.296814,0.345148,0.771730,0.009689,0.000096,0.013389,0.124742,0.030107,-0.001878
6,6,False,True,1.302533,0.345918,0.776194,0.007872,0.000088,0.012558,0.119627,0.037819,-0.002417
7,7,False,True,1.304218,0.346047,0.775752,0.006777,0.000095,0.013212,0.114648,0.043612,-0.004027
8,8,False,True,1.281204,0.356048,0.750690,0.006195,0.000087,0.013167,0.106345,0.045463,-0.003169
9,9,False,True,1.287533,0.346171,0.767328,0.005636,0.000088,0.013079,0.100085,0.051546,-0.003566
10,10,False,True,1.276156,0.348498,0.754290,0.005477,0.000086,0.013352,0.094661,0.055471,-0.004284
inf,inf,False,True,1.254073,0.352209,0.727720,0.003982,0.000090,0.013941,0.068544,0.080214,-0.007336
