rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.223538,0.348335,0.804443,0.046760,0.000105,0.014120,0.009427,0.000301,-0.000013
1,1,False,True,1.250011,0.341320,0.789482,0.031477,0.000099,0.013405,0.069245,0.004731,-0.000218
2,2,False,True,1.301792,0.347365,0.790533,0.023717,0.000112,0.013127,0.115748,0.010650,-0.000505
3,3,False,True,1.317925,0.344711,0.783728,0.016125,0.000092,0.013235,0.140565,0.018565,-0.000870
4,4,False,True,1.303562,0.344460,0.779118,0.010851,0.000088,0.012672,0.130996,0.023958,-0.001384
5,5,False,True,1.305677,0.351360,0.770991,0.009664,0.000095,0.013017,0.127834,0.030818,-0.001865
6,6,False,True,1.277284,0.341382,0.765210,0.007837,0.000087,0.012681,0.110736,0.037004,-0.002312
7,7,False,True,1.288742,0.341660,0.771257,0.006765,0.000086,0.012859,0.111642,0.041748,-0.002690
8,8,False,True,1.298763,0.349766,0.770705,0.006103,0.000088,0.013410,0.109085,0.046356,-0.003209
9,9,False,True,1.312869,0.353151,0.780728,0.005696,0.000090,0.015604,0.103071,0.050901,-0.003588
10,10,False,True,1.300906,0.350466,0.771283,0.005560,0.000090,0.014229,0.094265,0.060516,-0.004456
inf,inf,False,True,1.226731,0.341175,0.712480,0.003886,0.000089,0.013299,0.068176,0.080271,-0.007320
