key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
total_time_sec,0.163982,0.157318,0.153612,0.145232,0.145258,0.146271,0.148173,0.146259,0.146766,0.148420,0.149911,0.149310
load_time_sec,0.066381,0.064913,0.064670,0.063905,0.064104,0.064478,0.065289,0.064152,0.064253,0.064525,0.065703,0.063876
detect_races_time_sec,0.070642,0.069000,0.068083,0.066470,0.066068,0.066486,0.067280,0.065704,0.065778,0.066603,0.066101,0.064395
extract_traces_time_sec,0.022876,0.018143,0.014251,0.006953,0.006160,0.006054,0.005730,0.005423,0.005377,0.005374,0.005300,0.004857
find_reactive_cmds_time_sec,0.000103,0.000100,0.000098,0.000102,0.000100,0.000099,0.000101,0.000105,0.000101,0.000101,0.000101,0.000099
find_proactive_cmds_time_sec,0.003738,0.003654,0.003775,0.003708,0.003809,0.003780,0.003879,0.003748,0.003800,0.003756,0.003885,0.003766
find_covered_races_time,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000001,0.000002,0.000001,0.000001
per_packet_inconsistent_time_sec,0.000224,0.001482,0.002674,0.003932,0.004846,0.005201,0.005717,0.006918,0.007247,0.007839,0.008596,0.011973
find_inconsistent_update_time_sec,0.000008,0.000016,0.000050,0.000149,0.000157,0.000159,0.000165,0.000197,0.000197,0.000208,0.000211,0.000331
