rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.236599,0.349508,0.808159,0.050301,0.000148,0.018062,0.010004,0.000365,-0.000016
1,1,False,True,1.270878,0.344387,0.806543,0.032185,0.000116,0.014028,0.069045,0.004333,-0.000209
2,2,False,True,1.307095,0.349036,0.797934,0.024319,0.000095,0.013353,0.110699,0.011104,-0.000520
3,3,False,True,1.330786,0.349368,0.794294,0.016299,0.000094,0.012569,0.138389,0.018787,-0.000947
4,4,False,True,1.307540,0.342974,0.782763,0.011015,0.000087,0.012492,0.132787,0.024026,-0.001359
5,5,False,True,1.314039,0.352698,0.775826,0.010349,0.000103,0.012913,0.129449,0.030578,-0.002083
6,6,False,True,1.287782,0.345569,0.770885,0.007950,0.000091,0.013665,0.110227,0.037042,-0.002318
7,7,False,True,1.308835,0.352734,0.776801,0.006679,0.000089,0.013015,0.115273,0.041475,-0.002734
8,8,False,True,1.286891,0.344788,0.764828,0.006199,0.000089,0.013754,0.109242,0.044780,-0.003173
9,9,False,True,1.289156,0.349636,0.768238,0.005775,0.000090,0.014466,0.098091,0.049310,-0.003517
10,10,False,True,1.276416,0.346141,0.757331,0.005590,0.000091,0.014078,0.093269,0.055627,-0.004254
inf,inf,False,True,1.251204,0.348492,0.727654,0.003905,0.000086,0.012617,0.069038,0.081945,-0.007423
