key,value
rw_delta,2
ww_delta,2
alt_barrier,True
total_time_sec,1.189369
load_time_sec,0.525617
detect_races_time_sec,0.179417
extract_traces_time_sec,0.009968
per_packet_inconsistent_time_sec,0.005437
find_reactive_cmds_time_sec,0.000201
find_proactive_cmds_time_sec,0.089714
find_inconsistent_update_time_sec,0.000027
