key,value
rw_delta,6
ww_delta,6
alt_barr,False
data_deps,True
total_time_sec,0.285328
load_time_sec,0.191642
detect_races_time_sec,0.040884
extract_traces_time_sec,0.012020
find_reactive_cmds_time_sec,0.000555
find_proactive_cmds_time_sec,0.012335
find_covered_races_time,0.026745
per_packet_inconsistent_time_sec,0.001092
find_inconsistent_update_time_sec,-0.000019
