rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.589919,0.389583,0.071581,0.036156,0.000507,0.011554,0.080128,0.000356,-0.000008
1,1,False,True,0.587018,0.384210,0.069502,0.035118,0.000496,0.012134,0.084390,0.001122,-0.000011
2,2,False,True,0.594614,0.385204,0.067247,0.034920,0.000517,0.011913,0.092844,0.001919,-0.000017
3,3,False,True,0.597598,0.384330,0.069557,0.035037,0.000562,0.012441,0.093360,0.002254,-0.000019
4,4,False,True,0.598710,0.384077,0.068158,0.035969,0.000482,0.012295,0.094944,0.002731,-0.000022
5,5,False,True,0.596250,0.388433,0.063821,0.031209,0.000470,0.011215,0.097206,0.003837,-0.000026
6,6,False,True,0.597383,0.385761,0.062032,0.030963,0.000506,0.011448,0.102244,0.004366,-0.000030
7,7,False,True,0.594174,0.385203,0.060054,0.029665,0.000500,0.011445,0.102419,0.004819,-0.000031
8,8,False,True,0.620561,0.396852,0.064186,0.028391,0.000483,0.011856,0.113283,0.005444,-0.000034
9,9,False,True,0.595545,0.382051,0.058226,0.012082,0.000455,0.026783,0.110460,0.005423,-0.000034
10,10,False,True,0.600341,0.383898,0.059675,0.012188,0.000458,0.026597,0.111767,0.005680,-0.000045
inf,inf,False,True,0.614402,0.386094,0.057876,0.011942,0.000455,0.026586,0.121883,0.009476,-0.000057
