rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.586294,0.388855,0.071680,0.036138,0.000502,0.011916,0.076854,0.000308,-0.000008
1,1,False,True,0.596408,0.395145,0.069816,0.035305,0.000546,0.012226,0.082153,0.001166,-0.000012
2,2,False,True,0.599229,0.393040,0.071120,0.033727,0.000515,0.012133,0.086621,0.002022,-0.000017
3,3,False,True,0.594334,0.391775,0.066414,0.033045,0.000506,0.012236,0.088109,0.002199,-0.000018
4,4,False,True,0.597405,0.391709,0.065002,0.031844,0.000516,0.011984,0.093570,0.002726,-0.000021
5,5,False,True,0.599286,0.389153,0.062655,0.031281,0.000470,0.011593,0.100217,0.003856,-0.000027
6,6,False,True,0.608109,0.391342,0.063553,0.035978,0.000467,0.011840,0.100519,0.004348,-0.000028
7,7,False,True,0.604901,0.392585,0.060540,0.029606,0.000492,0.011597,0.105212,0.004805,-0.000031
8,8,False,True,0.606199,0.390013,0.058554,0.029247,0.000490,0.011500,0.111473,0.004857,-0.000032
9,9,False,True,0.610096,0.398837,0.058700,0.012055,0.000462,0.026533,0.108224,0.005218,-0.000034
10,10,False,True,0.621910,0.399588,0.064184,0.012660,0.000479,0.026876,0.112585,0.005470,-0.000036
inf,inf,False,True,0.610315,0.389854,0.057295,0.012043,0.000458,0.029057,0.111962,0.009520,-0.000092
