rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.588483,0.389203,0.071683,0.037523,0.000522,0.012006,0.077204,0.000302,-0.000008
1,1,False,True,0.592265,0.384982,0.069171,0.036653,0.000516,0.012148,0.087636,0.001113,-0.000012
2,2,False,True,0.608469,0.388764,0.073992,0.038632,0.000485,0.012169,0.092369,0.002008,-0.000017
3,3,False,True,0.602101,0.397576,0.065500,0.034410,0.000518,0.011705,0.090118,0.002223,-0.000018
4,4,False,True,0.599710,0.385948,0.064685,0.039350,0.000513,0.012249,0.094144,0.002768,-0.000021
5,5,False,True,0.598334,0.389522,0.061984,0.030436,0.000465,0.012056,0.100087,0.003726,-0.000025
6,6,False,True,0.604468,0.391940,0.063241,0.029972,0.000467,0.011657,0.103270,0.003862,-0.000027
7,7,False,True,0.606290,0.386499,0.065535,0.034184,0.000472,0.011653,0.103080,0.004802,-0.000031
8,8,False,True,0.611765,0.395831,0.061173,0.029380,0.000475,0.011735,0.107654,0.005450,-0.000033
9,9,False,True,0.603848,0.388217,0.060679,0.012655,0.000469,0.026693,0.109478,0.005590,-0.000034
10,10,False,True,0.601061,0.386764,0.058619,0.012536,0.000613,0.028096,0.109070,0.005296,-0.000035
inf,inf,False,True,0.607357,0.387623,0.056801,0.012017,0.000461,0.028545,0.112310,0.009508,-0.000058
