rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.584239,0.385134,0.071068,0.037010,0.000589,0.011618,0.078471,0.000305,-0.000008
1,1,False,True,0.589370,0.387898,0.069547,0.036151,0.000501,0.011752,0.082502,0.000976,-0.000011
2,2,False,True,0.613753,0.400709,0.077329,0.036509,0.000554,0.012855,0.083660,0.002088,-0.000016
3,3,False,True,0.608750,0.399886,0.066216,0.032773,0.000517,0.012551,0.094308,0.002447,-0.000018
4,4,False,True,0.595431,0.391498,0.065793,0.032181,0.000511,0.011933,0.090758,0.002705,-0.000020
5,5,False,True,0.606161,0.392949,0.065942,0.032240,0.000466,0.011942,0.098679,0.003883,-0.000026
6,6,False,True,0.603637,0.392314,0.061954,0.030570,0.000470,0.011435,0.102581,0.004250,-0.000029
7,7,False,True,0.599497,0.385091,0.059975,0.030524,0.000467,0.011765,0.107211,0.004401,-0.000030
8,8,False,True,0.609927,0.391579,0.060328,0.033389,0.000479,0.011653,0.107423,0.005007,-0.000037
9,9,False,True,0.606339,0.388363,0.062157,0.012134,0.000481,0.026627,0.111350,0.005160,-0.000034
10,10,False,True,0.617196,0.397454,0.062381,0.012569,0.000466,0.026535,0.111956,0.005767,-0.000035
inf,inf,False,True,0.617834,0.384310,0.058535,0.012256,0.000464,0.028062,0.124440,0.009673,-0.000058
