rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.585985,0.388515,0.071064,0.036082,0.000582,0.011378,0.077977,0.000346,-0.000008
1,1,False,True,0.584107,0.382903,0.068813,0.035216,0.000500,0.011644,0.083892,0.001094,-0.000011
2,2,False,True,0.590464,0.384048,0.066464,0.035138,0.000518,0.011319,0.090908,0.002019,-0.000016
3,3,False,True,0.591483,0.383269,0.065688,0.034005,0.000504,0.012177,0.093303,0.002484,-0.000019
4,4,False,True,0.592332,0.384668,0.065552,0.032122,0.000514,0.011517,0.095053,0.002849,-0.000023
5,5,False,True,0.597779,0.384368,0.062478,0.033065,0.000487,0.012170,0.101488,0.003664,-0.000026
6,6,False,True,0.602481,0.391883,0.061518,0.029900,0.000466,0.011709,0.102943,0.003999,-0.000029
7,7,False,True,0.608716,0.395637,0.060385,0.029748,0.000487,0.011238,0.106342,0.004815,-0.000031
8,8,False,True,0.607414,0.390019,0.058675,0.030152,0.000479,0.011604,0.110941,0.005476,-0.000033
9,9,False,True,0.599406,0.384084,0.057871,0.012199,0.000538,0.026778,0.112251,0.005618,-0.000033
10,10,False,True,0.598673,0.383107,0.058174,0.011917,0.000455,0.026451,0.112787,0.005690,-0.000035
inf,inf,False,True,0.628717,0.393818,0.057590,0.012328,0.000471,0.031768,0.123050,0.009601,-0.000059
