rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,15.722945,6.601319,1.247543,1.197141,0.000497,0.093529,6.576434,0.006414,-0.000019
0,0,True,True,14.293626,6.669877,1.232165,0.739999,0.000049,0.099159,5.546701,0.005676,0.000000
1,1,False,True,16.462711,6.723842,1.255078,0.725325,0.000042,0.396117,7.350154,0.012104,-0.000011
1,1,True,True,15.314931,6.606607,1.164674,0.640295,0.000043,0.102685,6.782197,0.018318,-0.000074
2,2,True,True,15.349468,6.674972,1.208768,0.599668,0.000045,0.101225,6.739442,0.025232,-0.000080
2,2,False,True,15.934387,6.568639,1.156651,0.655425,0.000042,0.092362,7.441602,0.019619,-0.000014
3,3,False,True,17.142868,6.805376,1.206167,0.681615,0.000045,0.111778,8.272565,0.065245,-0.000030
3,3,True,True,17.220135,6.427230,1.137039,0.572100,0.000092,0.100238,8.910752,0.070802,-0.001882
4,4,True,True,19.915533,6.311187,1.114465,0.516478,0.000045,0.094114,11.756004,0.123095,-0.000108
4,4,False,True,16.676033,6.541740,1.236488,0.596317,0.000044,0.098749,8.079044,0.123573,-0.000043
5,5,False,True,17.060811,6.318834,1.094919,0.516486,0.000044,0.108293,8.848416,0.173725,-0.000058
5,5,True,True,23.269264,6.596580,1.092621,0.477757,0.000051,0.110714,14.798676,0.192442,-0.000377
6,6,False,True,16.675165,6.280639,1.082020,0.478743,0.000045,0.097641,8.484774,0.251194,-0.000071
6,6,True,True,25.430225,6.470121,1.088481,0.189461,0.000048,0.357958,17.057608,0.266330,-0.000149
7,7,False,True,16.930093,6.364730,1.085484,0.181302,0.000080,0.347198,8.620196,0.330975,-0.000091
7,7,True,True,30.074078,6.650056,1.088076,0.177327,0.000041,0.353959,21.472979,0.331441,-0.000152
8,8,True,True,32.148826,6.696673,1.085155,0.172147,0.000045,0.380784,23.364546,0.449265,-0.000165
8,8,False,True,18.048204,6.426286,1.105025,0.183169,0.000044,0.350444,9.543243,0.438742,-0.000106
9,9,False,True,18.808097,7.367414,1.125751,0.163691,0.000043,0.102787,9.510934,0.537305,-0.000133
9,9,True,True,34.072276,6.433895,1.062822,0.156869,0.000045,0.099049,25.763724,0.555624,-0.000205
10,10,True,True,35.002443,6.445904,1.070450,0.164443,0.000047,0.091928,26.582879,0.646463,-0.000291
10,10,False,True,18.955082,6.660046,1.106958,0.166391,0.000052,0.099923,10.314790,0.606747,-0.000139
inf,inf,False,True,25.561473,6.326319,1.001750,0.155954,0.000046,0.094976,15.637095,2.344766,-0.000515
inf,inf,True,True,28.925000,6.752988,1.034132,0.169804,0.000043,0.105024,18.392646,2.469745,-0.000576
