rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,4657,7408,1563,1529,34,3101,12701,0,9600,0,3101,759,0,0,0,0,0,2,0
1,1,False,True,4657,7401,1563,1529,34,3091,12701,10,9600,0,3091,759,10,1,0,9,1,2,0
2,2,False,True,4657,7398,1563,1529,34,3078,12701,23,9600,0,3078,759,23,2,0,21,1,2,0
3,3,False,True,4657,7357,1563,1529,34,2993,12701,70,9600,38,2993,759,52,14,12,26,8,2,0
4,4,False,True,4657,7311,1563,1529,34,2896,12701,125,9600,80,2896,759,89,23,29,37,13,2,0
5,5,False,True,4657,7266,1563,1529,34,2807,12701,174,9600,120,2807,759,118,34,41,43,15,2,0
6,6,False,True,4657,7215,1563,1529,34,2702,12701,231,9600,168,2702,759,151,45,59,47,18,2,0
7,7,False,True,4657,7154,1563,1529,34,2578,12701,296,9600,227,2578,759,174,61,68,45,20,2,0
8,8,False,True,4657,7094,1563,1529,34,2453,12701,363,9600,285,2453,759,204,75,83,46,21,2,0
9,9,False,True,4657,7034,1563,1529,34,2329,12701,430,9600,342,2329,759,244,86,110,48,17,2,0
10,10,False,True,4657,6979,1563,1529,34,2220,12701,488,9600,393,2220,759,267,104,124,39,19,2,0
inf,inf,False,True,4657,5836,1563,1529,34,0,12701,1552,9600,1549,0,759,755,369,386,0,18,2,1
