key,value
rw_delta,inf
ww_delta,inf
alt_barr,True
data_deps,True
total_time_sec,2.489704
load_time_sec,1.108997
detect_races_time_sec,0.254895
extract_traces_time_sec,0.021433
find_reactive_cmds_time_sec,0.000295
find_proactive_cmds_time_sec,0.086384
find_covered_races_time,0.097905
per_packet_inconsistent_time_sec,0.047571
find_inconsistent_update_time_sec,-0.000198
