rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.030294,0.787560,0.170141,0.032626,0.000688,0.012336,0.026238,0.000645,-0.000008
0,0,True,True,1.008048,0.773658,0.163142,0.031444,0.000665,0.012049,0.026435,0.000604,-0.000007
1,1,False,True,1.056550,0.812738,0.163732,0.027909,0.000648,0.014439,0.033666,0.003351,-0.000012
1,1,True,True,1.072953,0.816853,0.182178,0.029021,0.000661,0.013836,0.027013,0.003305,-0.000011
2,2,False,True,1.050318,0.812421,0.158113,0.026098,0.001048,0.015544,0.030800,0.006222,-0.000015
2,2,True,True,0.997950,0.750216,0.167027,0.029492,0.000735,0.013244,0.031601,0.005538,-0.000026
3,3,False,True,1.114909,0.852866,0.174519,0.028727,0.000681,0.013793,0.034733,0.009503,-0.000021
3,3,True,True,1.087050,0.828307,0.167474,0.026881,0.000660,0.013001,0.042742,0.007839,-0.000097
4,4,False,True,1.023647,0.766785,0.164672,0.032164,0.001454,0.013875,0.034857,0.009770,-0.000016
4,4,True,True,1.044370,0.774606,0.159257,0.027361,0.000636,0.013057,0.058886,0.010402,-0.000117
5,5,False,True,1.070783,0.819313,0.165662,0.027629,0.000803,0.013939,0.033380,0.009982,-0.000021
5,5,True,True,1.046901,0.783429,0.161939,0.025364,0.000682,0.012670,0.051750,0.010864,-0.000144
6,6,False,True,1.019318,0.774033,0.160492,0.026195,0.000619,0.013285,0.033520,0.011099,-0.000019
6,6,True,True,1.057520,0.769936,0.158549,0.028266,0.000699,0.012639,0.070330,0.016911,-0.000141
7,7,False,True,1.073942,0.810846,0.169899,0.026518,0.000650,0.013290,0.038523,0.014139,-0.000027
7,7,True,True,1.122296,0.824841,0.167013,0.028454,0.000715,0.013421,0.070958,0.016675,-0.000167
8,8,False,True,1.044050,0.789792,0.160213,0.023427,0.000634,0.013661,0.041058,0.015184,-0.000023
8,8,True,True,1.108496,0.813106,0.159294,0.027777,0.000776,0.013645,0.076488,0.017188,-0.000166
9,9,False,True,1.017440,0.768376,0.154583,0.026120,0.000581,0.013201,0.038518,0.015980,-0.000025
9,9,True,True,1.043125,0.758767,0.153262,0.023551,0.000674,0.013782,0.074496,0.018375,-0.000164
10,10,False,True,1.035290,0.780972,0.156476,0.024059,0.000679,0.012889,0.039209,0.020923,-0.000027
10,10,True,True,1.066415,0.769569,0.155787,0.024421,0.000705,0.012976,0.081620,0.021110,-0.000175
inf,inf,False,True,1.039172,0.765774,0.152334,0.020071,0.000633,0.012888,0.053577,0.033796,-0.000050
inf,inf,True,True,1.172574,0.810199,0.170027,0.022729,0.000937,0.035350,0.095139,0.037876,-0.000257
