rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,4.381970,2.783489,0.461753,0.086561,0.000036,0.083691,0.964693,0.001704,-0.000009
0,0,True,True,5.251196,2.778879,0.503579,0.089146,0.000035,0.083961,1.794859,0.000694,-0.000009
1,1,False,True,4.390029,2.732575,0.455164,0.079217,0.000000,0.090724,1.029435,0.002914,0.000000
1,1,True,True,5.493787,2.753760,0.470056,0.084738,0.000000,0.084523,2.095554,0.005056,-0.000100
2,2,True,True,5.579093,2.812856,0.481821,0.072836,0.000034,0.089236,2.114644,0.007253,-0.000374
2,2,False,True,4.479477,2.753929,0.452224,0.074935,0.000035,0.084614,1.108852,0.004845,-0.000011
3,3,False,True,4.474305,2.698642,0.449112,0.065017,0.000035,0.080987,1.152854,0.027591,-0.000027
3,3,True,True,6.299347,2.798495,0.463702,0.067881,0.000000,0.081932,2.858068,0.029160,-0.000074
4,4,True,True,8.093993,2.834138,0.480604,0.069548,0.000033,0.084374,4.558051,0.067245,0.000000
4,4,False,True,4.636851,2.684152,0.442438,0.066571,0.000036,0.084244,1.296820,0.062504,-0.000049
5,5,False,True,4.866471,2.709169,0.436923,0.066827,0.000035,0.084772,1.467463,0.101175,-0.000070
5,5,True,True,11.666633,3.377989,0.468296,0.063273,0.000034,0.082820,7.564895,0.109236,-0.000090
6,6,False,True,5.079122,2.736530,0.437678,0.079140,0.000036,0.088086,1.594447,0.143086,-0.000084
6,6,True,True,10.605110,2.790866,0.443022,0.065573,0.000038,0.091965,7.061985,0.151490,-0.000132
7,7,False,True,5.347068,2.814808,0.438942,0.070733,0.000035,0.088748,1.770545,0.163123,-0.000097
7,7,True,True,11.452404,2.758393,0.438467,0.067856,0.000037,0.083914,7.934188,0.169362,-0.000147
8,8,True,True,11.994857,2.763897,0.442055,0.063523,0.000033,0.080503,8.445149,0.199534,-0.000163
8,8,False,True,5.763665,3.028065,0.444186,0.067501,0.000038,0.085526,1.918042,0.220158,-0.000109
9,9,False,True,5.655558,2.963183,0.451839,0.074413,0.000035,0.087329,1.840368,0.238225,-0.000129
9,9,True,True,12.387357,2.747220,0.443103,0.066618,0.000036,0.086744,8.792357,0.251063,-0.000179
10,10,True,True,12.980495,2.956886,0.446119,0.066140,0.000036,0.083181,9.149179,0.278720,-0.000195
10,10,False,True,5.585353,2.788362,0.435445,0.063008,0.000033,0.081631,1.938214,0.278478,-0.000144
inf,inf,False,True,6.043416,2.715603,0.409357,0.066718,0.000034,0.084280,2.349861,0.417563,0.000000
inf,inf,True,True,9.270950,2.703577,0.410767,0.068721,0.000039,0.087286,5.563957,0.436304,-0.000263
