key,value
rw_delta,2
ww_delta,2
alt_barr,True
data_deps,True
total_time_sec,7.393830
load_time_sec,3.235170
detect_races_time_sec,0.484782
extract_traces_time_sec,0.074332
find_reactive_cmds_time_sec,0.000036
find_proactive_cmds_time_sec,0.084104
find_covered_races_time,2.320412
per_packet_inconsistent_time_sec,0.018617
find_inconsistent_update_time_sec,-0.000099
