rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,2.317277,1.571653,0.449514,0.140554,0.002930,0.018182,0.133667,0.000689,-0.000018
1,1,False,True,2.437687,1.603382,0.446321,0.147104,0.002803,0.016622,0.216080,0.005312,-0.000025
2,2,False,True,2.445901,1.610563,0.452931,0.132770,0.002888,0.016778,0.223761,0.006000,-0.000170
3,3,False,True,2.449269,1.578472,0.439809,0.136548,0.002852,0.019818,0.264563,0.006925,-0.000244
4,4,False,True,2.453984,1.577355,0.436388,0.130215,0.002871,0.017544,0.281443,0.007882,-0.000247
5,5,False,True,2.509782,1.600092,0.421712,0.137674,0.004252,0.018878,0.318174,0.008645,-0.000314
6,6,False,True,2.524978,1.609549,0.413669,0.130241,0.002853,0.017671,0.341587,0.009057,-0.000313
7,7,False,True,2.565370,1.570568,0.426646,0.133176,0.002861,0.019027,0.401562,0.011084,-0.000406
8,8,False,True,2.560069,1.548932,0.418448,0.123994,0.002860,0.016786,0.436307,0.012149,-0.000554
9,9,False,True,2.673580,1.573748,0.411601,0.120534,0.003220,0.016948,0.532028,0.014651,-0.000809
10,10,False,True,2.696062,1.591903,0.399728,0.119613,0.002860,0.017915,0.545392,0.017308,-0.001304
inf,inf,False,True,2.651379,1.591404,0.382110,0.120716,0.002766,0.016318,0.499882,0.036117,-0.002026
