App,Controller,Topology,Steps,rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
Forwarding,POX Angler,Linear3,200,5,5,False,True,24.857185,5.631373,1.588050,0.318995,0.002850,0.018243,16.923520,0.371274,-0.002817
Forwarding,POX Angler,Linear3,200,5,5,True,True,26.488532,5.778609,1.560134,0.304157,0.002679,0.019119,18.409019,0.411203,-0.003560
Forwarding,POX Angler,Linear3,200,6,6,False,True,27.161247,5.567394,1.559645,0.301659,0.002626,0.017947,19.230473,0.478257,-0.003180
Forwarding,POX Angler,Linear3,200,6,6,True,True,29.489808,5.575886,1.557092,0.314616,0.002859,0.020233,21.442907,0.572165,-0.003997
Forwarding,POX Angler,Linear3,200,7,7,False,True,29.613266,5.637060,1.686976,0.293804,0.002488,0.021428,21.390047,0.577985,-0.003417
Forwarding,POX Angler,Linear3,200,7,7,True,True,32.316507,5.748795,1.545908,0.298945,0.002396,0.019700,24.083947,0.611083,-0.005669
Forwarding,POX Angler,Linear3,200,8,8,False,True,32.031549,5.807779,1.586485,0.307403,0.002547,0.019367,23.658380,0.644553,-0.004973
Forwarding,POX Angler,Linear3,200,8,8,True,True,35.059619,5.821750,1.598001,0.316951,0.002697,0.017851,26.605054,0.692585,-0.004661
Forwarding,POX Angler,Linear3,200,9,9,False,True,34.024636,5.629327,1.605279,0.301266,0.002735,0.018733,25.712673,0.751034,-0.003527
Forwarding,POX Angler,Linear3,200,9,9,True,True,37.700102,5.771882,1.588760,0.297462,0.002400,0.018038,29.254311,0.762802,-0.004384
Forwarding,POX Angler,Linear3,200,10,10,False,True,37.651523,5.704223,1.568709,0.289193,0.002297,0.023486,29.177985,0.881863,-0.003702
Forwarding,POX Angler,Linear3,200,10,10,True,True,39.240942,5.570055,1.669577,0.289883,0.002309,0.024604,30.802177,0.877913,-0.004362
Forwarding,POX Angler,Linear3,200,inf,inf,False,True,24.094686,5.606054,1.414693,0.217042,0.001352,0.021898,14.133809,2.694669,-0.005109
Forwarding,POX Angler,Linear3,200,inf,inf,True,True,25.581174,5.521259,1.417138,0.236407,0.001361,0.022427,15.462922,2.914467,-0.005130
Forwarding,POX Angler,BinTree,200,0,0,False,True,16.179144,12.044204,3.449939,0.505849,0.014512,0.050652,0.112344,0.001529,-0.000052
Forwarding,POX Angler,BinTree,200,0,0,True,True,16.454446,12.130691,3.638871,0.504033,0.012739,0.056301,0.110352,0.001360,-0.000047
Forwarding,POX Angler,BinTree,200,1,1,False,True,16.399639,12.012043,3.419918,0.385611,0.013302,0.040700,0.396987,0.124248,-0.006774
Forwarding,POX Angler,BinTree,200,1,1,True,True,16.565874,12.174374,3.421389,0.381760,0.012788,0.052203,0.386001,0.131042,-0.006255
Forwarding,POX Angler,BinTree,200,2,2,False,True,16.747932,12.258090,3.463760,0.128536,0.013736,0.034736,0.625223,0.204089,-0.019703
Forwarding,POX Angler,BinTree,200,2,2,True,True,16.468852,12.127348,3.366612,0.132542,0.013109,0.037497,0.575787,0.196617,-0.019281
Forwarding,POX Angler,BinTree,200,3,3,False,True,17.487666,12.173231,3.492225,0.111241,0.017768,0.038359,1.290438,0.323994,-0.040347
Forwarding,POX Angler,BinTree,200,3,3,True,True,17.462749,12.328615,3.426407,0.110488,0.013803,0.054624,1.169883,0.315654,-0.043220
Forwarding,POX Angler,BinTree,200,4,4,False,True,22.506767,15.219095,4.396474,0.124883,0.016545,0.053696,2.174036,0.451531,-0.070438
Forwarding,POX Angler,BinTree,200,4,4,True,True,18.595204,12.590232,3.523992,0.104908,0.015067,0.047757,1.821311,0.419999,-0.071868
Forwarding,POX Angler,BinTree,200,5,5,False,True,20.301420,13.313727,3.684474,0.113283,0.015117,0.052439,2.501874,0.535186,-0.085252
Forwarding,POX Angler,BinTree,200,5,5,True,True,18.860283,12.633442,3.291228,0.097768,0.012549,0.052597,2.201943,0.489914,-0.080766
Forwarding,POX Angler,BinTree,200,6,6,False,True,20.503652,13.075089,3.646427,0.112617,0.014351,0.052138,2.872945,0.630736,-0.099286
Forwarding,POX Angler,BinTree,200,6,6,True,True,18.981094,12.256649,3.294932,0.099675,0.013642,0.038641,2.576990,0.592124,-0.108373
Forwarding,POX Angler,BinTree,200,7,7,False,True,20.942034,13.137467,3.538201,0.105015,0.013906,0.050955,3.271604,0.707767,-0.117052
Forwarding,POX Angler,BinTree,200,7,7,True,True,19.242873,12.007464,3.311118,0.096618,0.014892,0.051047,2.990383,0.661004,-0.110291
Forwarding,POX Angler,BinTree,200,8,8,False,True,21.050284,12.845352,3.400643,0.099415,0.013347,0.051416,3.708972,0.802643,-0.128430
Forwarding,POX Angler,BinTree,200,8,8,True,True,19.424181,11.809862,3.160997,0.088722,0.013683,0.040096,3.420619,0.769500,-0.120635
Forwarding,POX Angler,BinTree,200,9,9,False,True,21.293698,12.781960,3.375436,0.100534,0.013552,0.047921,3.931081,0.901093,-0.142008
Forwarding,POX Angler,BinTree,200,9,9,True,True,19.947173,11.760745,3.170995,0.093437,0.013490,0.034586,3.902262,0.838248,-0.133350
Forwarding,POX Angler,BinTree,200,10,10,False,True,21.563346,12.725681,3.395074,0.098090,0.013741,0.048466,4.244245,0.887904,-0.150042
Forwarding,POX Angler,BinTree,200,10,10,True,True,20.133815,11.781310,3.236655,0.088667,0.013305,0.035190,3.987404,0.848419,-0.142785
Forwarding,POX Angler,BinTree,200,inf,inf,False,True,26.498310,11.700156,2.968101,0.070421,0.010725,0.035890,9.079019,2.041964,-0.591946
Forwarding,POX Angler,BinTree,200,inf,inf,True,True,27.718288,12.216458,3.002980,0.072085,0.011347,0.062480,9.512128,2.171309,-0.669444
Forwarding,POX Angler,Linear,200,0,0,False,True,0.239663,0.153523,0.049416,0.016497,0.000627,0.013245,0.006088,0.000190,-0.000007
Forwarding,POX Angler,Linear,200,0,0,True,True,0.242155,0.157378,0.050276,0.014343,0.000460,0.013136,0.006291,0.000209,-0.000009
Forwarding,POX Angler,Linear,200,1,1,False,True,0.282151,0.168274,0.066873,0.015292,0.000599,0.012640,0.017226,0.001172,-0.000024
Forwarding,POX Angler,Linear,200,1,1,True,True,0.240154,0.148531,0.052237,0.012957,0.000432,0.011307,0.013622,0.000984,-0.000026
Forwarding,POX Angler,Linear,200,2,2,False,True,0.255076,0.157577,0.050394,0.008840,0.000528,0.012769,0.023058,0.001731,-0.000121
Forwarding,POX Angler,Linear,200,2,2,True,True,0.239655,0.149478,0.043916,0.009972,0.000486,0.012070,0.020634,0.002736,-0.000277
Forwarding,POX Angler,Linear,200,3,3,False,True,0.247447,0.150830,0.041488,0.006624,0.000623,0.012757,0.032463,0.002471,-0.000140
Forwarding,POX Angler,Linear,200,3,3,True,True,0.260697,0.161443,0.045568,0.006823,0.000619,0.012971,0.030543,0.002542,-0.000138
Forwarding,POX Angler,Linear,200,4,4,False,True,0.250857,0.145472,0.046330,0.006812,0.000775,0.014412,0.033517,0.003279,-0.000208
Forwarding,POX Angler,Linear,200,4,4,True,True,0.248069,0.147368,0.042293,0.006760,0.000509,0.013114,0.033613,0.004059,-0.000276
Forwarding,POX Angler,Linear,200,5,5,False,True,0.263814,0.155640,0.042327,0.006759,0.000522,0.013156,0.041899,0.003203,-0.000255
Forwarding,POX Angler,Linear,200,5,5,True,True,0.274575,0.159743,0.045423,0.006689,0.000472,0.015638,0.042902,0.003434,-0.000224
Forwarding,POX Angler,Linear,200,6,6,False,True,0.286155,0.162367,0.043975,0.006458,0.000560,0.013261,0.055391,0.003890,-0.000208
Forwarding,POX Angler,Linear,200,6,6,True,True,0.274761,0.152487,0.043624,0.006028,0.000466,0.013557,0.054041,0.004242,-0.000272
Forwarding,POX Angler,Linear,200,7,7,False,True,0.289586,0.158001,0.044921,0.006228,0.000481,0.011794,0.061308,0.006539,-0.000260
Forwarding,POX Angler,Linear,200,7,7,True,True,0.273503,0.146361,0.040583,0.006441,0.000469,0.013083,0.061510,0.004728,-0.000268
Forwarding,POX Angler,Linear,200,8,8,False,True,0.286874,0.158344,0.041113,0.006259,0.000476,0.011949,0.063715,0.004768,-0.000205
Forwarding,POX Angler,Linear,200,8,8,True,True,0.292794,0.158898,0.041442,0.006110,0.000661,0.012177,0.068099,0.005078,-0.000267
Forwarding,POX Angler,Linear,200,9,9,False,True,0.284280,0.153277,0.040568,0.005375,0.000421,0.012525,0.066343,0.005499,-0.000217
Forwarding,POX Angler,Linear,200,9,9,True,True,0.301478,0.162976,0.040845,0.006336,0.000493,0.012356,0.072451,0.005688,-0.000273
Forwarding,POX Angler,Linear,200,10,10,False,True,0.294028,0.151975,0.039885,0.005534,0.000518,0.013757,0.075925,0.006176,-0.000210
Forwarding,POX Angler,Linear,200,10,10,True,True,0.301463,0.152538,0.040212,0.005317,0.000447,0.013074,0.082089,0.006308,-0.001426
Forwarding,POX Angler,Linear,200,inf,inf,False,True,0.254534,0.149365,0.038312,0.004281,0.000397,0.011548,0.040727,0.009621,-0.000226
Forwarding,POX Angler,Linear,200,inf,inf,True,True,0.270127,0.152892,0.043499,0.004197,0.000411,0.012865,0.045124,0.010757,-0.000327
Forwarding,POX Angler,Star,200,0,0,False,True,1.090544,0.505245,0.115380,0.062225,0.000245,0.012221,0.394137,0.001022,-0.000005
Forwarding,POX Angler,Star,200,0,0,True,True,1.047223,0.491173,0.114433,0.067780,0.000237,0.011612,0.361020,0.000913,-0.000005
Forwarding,POX Angler,Star,200,1,1,False,True,1.238181,0.521231,0.115283,0.058151,0.000234,0.011354,0.526295,0.005567,-0.000009
Forwarding,POX Angler,Star,200,1,1,True,True,1.259402,0.515947,0.114048,0.061032,0.000241,0.012504,0.549284,0.006290,-0.000011
Forwarding,POX Angler,Star,200,2,2,False,True,1.303920,0.512129,0.112713,0.059917,0.000229,0.011442,0.597760,0.009657,-0.000013
Forwarding,POX Angler,Star,200,2,2,True,True,1.299123,0.523079,0.112539,0.058205,0.000226,0.011139,0.584349,0.009513,-0.000015
Forwarding,POX Angler,Star,200,3,3,False,True,1.399920,0.506518,0.117086,0.063457,0.000249,0.011398,0.684566,0.016570,-0.000017
Forwarding,POX Angler,Star,200,3,3,True,True,1.500254,0.518353,0.114171,0.052755,0.000356,0.011626,0.786684,0.016183,-0.000062
Forwarding,POX Angler,Star,200,4,4,False,True,1.471683,0.511250,0.113663,0.054636,0.000244,0.012008,0.754830,0.024965,-0.000027
Forwarding,POX Angler,Star,200,4,4,True,True,1.677613,0.500369,0.114853,0.053749,0.000261,0.012147,0.974810,0.021323,-0.000052
Forwarding,POX Angler,Star,200,5,5,False,True,1.587367,0.529577,0.113050,0.049202,0.000300,0.013458,0.856153,0.025541,-0.000027
Forwarding,POX Angler,Star,200,5,5,True,True,1.877473,0.511695,0.111890,0.048443,0.000210,0.011531,1.164640,0.028922,-0.000079
Forwarding,POX Angler,Star,200,6,6,False,True,1.602018,0.497366,0.112025,0.046236,0.000231,0.013576,0.901885,0.030608,-0.000037
Forwarding,POX Angler,Star,200,6,6,True,True,2.090294,0.495565,0.114653,0.049760,0.000233,0.011503,1.384947,0.033502,-0.000071
Forwarding,POX Angler,Star,200,7,7,False,True,1.669546,0.501744,0.117029,0.045679,0.000223,0.011961,0.957652,0.035172,-0.000036
Forwarding,POX Angler,Star,200,7,7,True,True,2.204616,0.533728,0.109338,0.047776,0.000230,0.012184,1.465186,0.036043,-0.000062
Forwarding,POX Angler,Star,200,8,8,False,True,1.710149,0.506714,0.105791,0.048588,0.000230,0.012932,0.992854,0.042940,-0.000040
Forwarding,POX Angler,Star,200,8,8,True,True,2.270840,0.500677,0.110156,0.045181,0.000282,0.014360,1.559246,0.040817,-0.000066
Forwarding,POX Angler,Star,200,9,9,False,True,1.806032,0.525935,0.114760,0.044404,0.000197,0.011559,1.064126,0.044940,-0.000046
Forwarding,POX Angler,Star,200,9,9,True,True,2.517552,0.534956,0.109471,0.046892,0.000217,0.012334,1.761676,0.051875,-0.000072
Forwarding,POX Angler,Star,200,10,10,False,True,1.776534,0.499236,0.114306,0.041525,0.000202,0.011481,1.062355,0.047322,-0.000048
Forwarding,POX Angler,Star,200,10,10,True,True,2.603986,0.514509,0.106793,0.043708,0.000213,0.015317,1.872356,0.050914,-0.000113
Forwarding,POX Angler,Star,200,inf,inf,False,True,1.779048,0.527930,0.108000,0.029038,0.000188,0.013803,0.987027,0.112896,-0.000104
Forwarding,POX Angler,Star,200,inf,inf,True,True,1.922349,0.496389,0.098721,0.026032,0.000131,0.011898,1.166152,0.122836,-0.000129
Forwarding,POX Angler,Star4,200,0,0,False,True,4.385289,3.050342,0.750002,0.214579,0.000759,0.015476,0.351556,0.002512,-0.000009
Forwarding,POX Angler,Star4,200,0,0,True,True,4.289988,3.069222,0.665673,0.211392,0.001160,0.016795,0.323570,0.002110,-0.000007
Forwarding,POX Angler,Star4,200,1,1,False,True,4.479803,3.144676,0.694302,0.192913,0.000706,0.014043,0.411951,0.021142,-0.000016
Forwarding,POX Angler,Star4,200,1,1,True,True,4.370546,3.065726,0.678663,0.192803,0.000689,0.014279,0.398487,0.019775,-0.000046
Forwarding,POX Angler,Star4,200,2,2,False,True,4.560939,3.105804,0.777673,0.190717,0.000728,0.014802,0.439671,0.031462,-0.000026
Forwarding,POX Angler,Star4,200,2,2,True,True,4.495772,3.096709,0.705347,0.200683,0.000711,0.014428,0.445178,0.032645,-0.000022
Forwarding,POX Angler,Star4,200,3,3,False,True,4.760289,3.275807,0.709102,0.196089,0.000742,0.015061,0.516409,0.047002,-0.000027
Forwarding,POX Angler,Star4,200,3,3,True,True,4.713102,3.223523,0.686989,0.197420,0.000701,0.013873,0.526111,0.064264,-0.000158
Forwarding,POX Angler,Star4,200,4,4,False,True,4.560378,3.109514,0.680894,0.181836,0.000751,0.015733,0.504945,0.066616,-0.000037
Forwarding,POX Angler,Star4,200,4,4,True,True,4.967080,3.211386,0.687563,0.195408,0.000696,0.014246,0.791247,0.066260,-0.000213
Forwarding,POX Angler,Star4,200,5,5,False,True,4.703685,3.181336,0.686752,0.184990,0.000681,0.014448,0.553868,0.081507,-0.000041
Forwarding,POX Angler,Star4,200,5,5,True,True,4.930932,2.976335,0.655387,0.178274,0.000627,0.013763,1.021473,0.084788,-0.000223
Forwarding,POX Angler,Star4,200,6,6,False,True,4.676051,3.068033,0.694563,0.181616,0.000745,0.016098,0.613209,0.101684,-0.000050
Forwarding,POX Angler,Star4,200,6,6,True,True,5.339822,3.077942,0.685492,0.178263,0.000659,0.013549,1.261473,0.122083,-0.000291
Forwarding,POX Angler,Star4,200,7,7,False,True,4.834788,3.152807,0.681406,0.174476,0.000711,0.013782,0.677663,0.133804,-0.000073
Forwarding,POX Angler,Star4,200,7,7,True,True,5.446364,3.031598,0.687390,0.179034,0.000645,0.013801,1.393169,0.140434,-0.000234
Forwarding,POX Angler,Star4,200,8,8,False,True,4.792439,3.057080,0.660723,0.165031,0.000686,0.014829,0.747150,0.146819,-0.000070
Forwarding,POX Angler,Star4,200,8,8,True,True,5.453493,2.934609,0.645907,0.165438,0.000724,0.014435,1.538038,0.154027,-0.000253
Forwarding,POX Angler,Star4,200,9,9,False,True,4.896737,3.123260,0.663529,0.166345,0.000634,0.014349,0.761980,0.166498,-0.000085
Forwarding,POX Angler,Star4,200,9,9,True,True,5.664109,2.965352,0.645326,0.175199,0.000609,0.013925,1.688798,0.174558,-0.000278
Forwarding,POX Angler,Star4,200,10,10,False,True,5.105474,3.108425,0.682342,0.178272,0.000668,0.015218,0.911218,0.209167,-0.000107
Forwarding,POX Angler,Star4,200,10,10,True,True,5.935980,3.129554,0.654394,0.157046,0.000643,0.015376,1.773205,0.205395,-0.000319
Forwarding,POX Angler,Star4,200,inf,inf,False,True,5.267248,3.031897,0.640628,0.130275,0.000524,0.014163,0.967107,0.482330,-0.000266
Forwarding,POX Angler,Star4,200,inf,inf,True,True,5.737582,3.190559,0.680565,0.129183,0.000503,0.014956,1.214638,0.506720,-0.000409
Forwarding,Floodlight,Linear3,200,0,0,False,True,2.188943,1.608598,0.347611,0.093002,0.001330,0.014176,0.123143,0.001015,-0.000014
Forwarding,Floodlight,Linear3,200,0,0,True,True,2.114680,1.569533,0.330011,0.098386,0.001190,0.014127,0.100580,0.000778,-0.000012
Forwarding,Floodlight,Linear3,200,1,1,False,True,2.205911,1.617834,0.344986,0.087706,0.001209,0.013511,0.133199,0.007402,-0.000018
Forwarding,Floodlight,Linear3,200,1,1,True,True,2.205645,1.611862,0.348215,0.086117,0.001262,0.014503,0.135513,0.008103,-0.000018
Forwarding,Floodlight,Linear3,200,2,2,False,True,2.268672,1.636343,0.369453,0.093364,0.001221,0.014560,0.142874,0.010778,-0.000024
Forwarding,Floodlight,Linear3,200,2,2,True,True,2.140550,1.571827,0.330783,0.082908,0.001199,0.013330,0.130497,0.009936,-0.000021
Forwarding,Floodlight,Linear3,200,3,3,False,True,2.342411,1.746890,0.332747,0.090161,0.001241,0.014259,0.142064,0.014960,-0.000026
Forwarding,Floodlight,Linear3,200,3,3,True,True,2.171896,1.551283,0.340178,0.083967,0.001081,0.013672,0.165233,0.016186,-0.000246
Forwarding,Floodlight,Linear3,200,4,4,False,True,2.137573,1.540206,0.326657,0.080755,0.001239,0.013498,0.154990,0.020133,-0.000034
Forwarding,Floodlight,Linear3,200,4,4,True,True,2.273940,1.586502,0.335767,0.082472,0.001232,0.013776,0.229057,0.024668,-0.000412
Forwarding,Floodlight,Linear3,200,5,5,False,True,2.179760,1.563013,0.333384,0.081249,0.001155,0.013294,0.162816,0.024751,-0.000036
Forwarding,Floodlight,Linear3,200,5,5,True,True,2.312734,1.605977,0.337409,0.081300,0.001347,0.015349,0.244470,0.026329,-0.000501
Forwarding,Floodlight,Linear3,200,6,6,False,True,2.261544,1.624839,0.333116,0.081385,0.001252,0.015173,0.178683,0.027001,-0.000045
Forwarding,Floodlight,Linear3,200,6,6,True,True,2.342388,1.582992,0.339865,0.079396,0.001189,0.013756,0.291283,0.033260,-0.000593
Forwarding,Floodlight,Linear3,200,7,7,False,True,2.311395,1.633113,0.343175,0.088332,0.001301,0.014540,0.198580,0.032257,-0.000050
Forwarding,Floodlight,Linear3,200,7,7,True,True,2.455743,1.601572,0.356001,0.082341,0.001068,0.014423,0.363277,0.036480,-0.000527
Forwarding,Floodlight,Linear3,200,8,8,False,True,2.352920,1.660376,0.339858,0.083568,0.001321,0.015092,0.210710,0.041877,-0.000065
Forwarding,Floodlight,Linear3,200,8,8,True,True,2.522579,1.625554,0.346521,0.081965,0.001449,0.013245,0.408645,0.044645,-0.000506
Forwarding,Floodlight,Linear3,200,9,9,False,True,2.356259,1.650583,0.341458,0.083517,0.001240,0.015144,0.219188,0.045016,-0.000062
Forwarding,Floodlight,Linear3,200,9,9,True,True,2.441976,1.561344,0.322342,0.077704,0.001140,0.013406,0.416802,0.048646,-0.000540
Forwarding,Floodlight,Linear3,200,10,10,False,True,2.388431,1.648157,0.353184,0.041467,0.001211,0.054748,0.238178,0.051363,-0.000074
Forwarding,Floodlight,Linear3,200,10,10,True,True,2.516315,1.577655,0.319404,0.041204,0.001214,0.057031,0.466667,0.052544,-0.000547
Forwarding,Floodlight,Linear3,200,inf,inf,False,True,2.399176,1.610387,0.329163,0.034001,0.001218,0.015262,0.312432,0.096530,-0.000130
Forwarding,Floodlight,Linear3,200,inf,inf,True,True,2.581251,1.532707,0.312003,0.032079,0.001125,0.014228,0.586754,0.101621,-0.000675
Forwarding,Floodlight,BinTree,200,0,0,False,True,31.819063,21.195311,10.068968,0.286312,0.015147,0.040836,0.209341,0.002991,-0.000095
Forwarding,Floodlight,BinTree,200,0,0,True,True,33.042173,22.005950,10.443454,0.305924,0.015838,0.044595,0.222822,0.003425,-0.000111
Forwarding,Floodlight,BinTree,200,1,1,False,True,32.827293,21.300055,10.195250,0.297092,0.015537,0.047614,0.729993,0.241523,-0.000177
Forwarding,Floodlight,BinTree,200,1,1,True,True,33.002987,22.083457,9.652389,0.282340,0.014942,0.046205,0.684255,0.239125,-0.000209
Forwarding,Floodlight,BinTree,200,2,2,False,True,32.863292,21.177910,10.012807,0.285099,0.015126,0.039463,0.979398,0.353219,-0.000206
Forwarding,Floodlight,BinTree,200,2,2,True,True,32.685111,21.365299,9.639677,0.276880,0.014904,0.042193,0.987912,0.357975,-0.000212
Forwarding,Floodlight,BinTree,200,3,3,False,True,32.672129,20.988795,9.835644,0.260788,0.014440,0.043009,1.097146,0.432015,-0.000239
Forwarding,Floodlight,BinTree,200,3,3,True,True,34.594808,22.334036,10.239218,0.268579,0.015865,0.050972,1.218634,0.465753,-0.001688
Forwarding,Floodlight,BinTree,200,4,4,False,True,32.400831,20.598488,9.795186,0.261629,0.014736,0.045299,1.199602,0.485593,-0.000234
Forwarding,Floodlight,BinTree,200,4,4,True,True,33.546036,21.596713,9.788794,0.287609,0.016423,0.049608,1.293375,0.507042,-0.006415
Forwarding,Floodlight,BinTree,200,5,5,False,True,32.663906,20.699158,9.877964,0.254931,0.015083,0.048361,1.250904,0.517202,-0.000242
Forwarding,Floodlight,BinTree,200,5,5,True,True,33.671265,21.686524,9.755061,0.256477,0.018115,0.038980,1.351544,0.555793,-0.008718
Forwarding,Floodlight,BinTree,200,6,6,False,True,32.403318,20.786571,9.502773,0.254706,0.014589,0.041111,1.282198,0.521057,-0.000251
Forwarding,Floodlight,BinTree,200,6,6,True,True,33.589523,21.457304,9.845350,0.242165,0.017756,0.039032,1.389724,0.584868,-0.013272
Forwarding,Floodlight,BinTree,200,7,7,False,True,32.574792,20.912719,9.494591,0.247896,0.015680,0.040955,1.306284,0.556240,-0.000361
Forwarding,Floodlight,BinTree,200,7,7,True,True,33.561027,21.435923,9.596638,0.253305,0.015940,0.040151,1.620473,0.585739,-0.012793
Forwarding,Floodlight,BinTree,200,8,8,False,True,33.149576,21.129227,9.767907,0.245718,0.014845,0.043536,1.385960,0.562006,-0.000320
Forwarding,Floodlight,BinTree,200,8,8,True,True,33.828655,21.426545,9.794089,0.261999,0.017452,0.043749,1.664386,0.603396,-0.016977
Forwarding,Floodlight,BinTree,200,9,9,False,True,32.729868,20.866005,9.557627,0.233112,0.014391,0.039324,1.414005,0.605072,-0.000270
Forwarding,Floodlight,BinTree,200,9,9,True,True,34.409710,21.730641,9.849217,0.242896,0.015052,0.039792,1.848897,0.663954,-0.019194
Forwarding,Floodlight,BinTree,200,10,10,False,True,33.474025,21.539960,9.509338,0.225430,0.017862,0.039291,1.464753,0.676893,-0.000435
Forwarding,Floodlight,BinTree,200,10,10,True,True,34.219386,21.346799,10.029318,0.242009,0.014866,0.045900,1.813863,0.707349,-0.019221
Forwarding,Floodlight,BinTree,200,inf,inf,False,True,35.771983,21.332767,9.938907,0.144934,0.015687,0.051298,2.836242,1.451403,-0.000682
Forwarding,Floodlight,BinTree,200,inf,inf,True,True,39.842525,22.387411,10.280588,0.140402,0.014192,0.048569,5.047986,1.803403,-0.119917
Forwarding,Floodlight,Linear,200,0,0,False,True,0.513950,0.273647,0.054322,0.040698,0.000263,0.011700,0.132859,0.000407,-0.000006
Forwarding,Floodlight,Linear,200,0,0,True,True,0.470259,0.260294,0.047174,0.039047,0.000259,0.012174,0.110850,0.000402,-0.000006
Forwarding,Floodlight,Linear,200,1,1,False,True,0.496749,0.281092,0.048568,0.022477,0.000319,0.026856,0.116367,0.001010,-0.000008
Forwarding,Floodlight,Linear,200,1,1,True,True,0.479713,0.267938,0.046941,0.022293,0.000298,0.027586,0.113517,0.001080,-0.000008
Forwarding,Floodlight,Linear,200,2,2,False,True,0.481715,0.265696,0.047719,0.020609,0.000262,0.027608,0.118263,0.001496,-0.000008
Forwarding,Floodlight,Linear,200,2,2,True,True,0.469576,0.261653,0.048184,0.020481,0.000290,0.026375,0.111105,0.001426,-0.000008
Forwarding,Floodlight,Linear,200,3,3,False,True,0.497536,0.270628,0.048879,0.019320,0.000283,0.028037,0.128207,0.002119,-0.000010
Forwarding,Floodlight,Linear,200,3,3,True,True,0.496019,0.269152,0.045898,0.020044,0.000278,0.026338,0.132067,0.002146,-0.000043
Forwarding,Floodlight,Linear,200,4,4,False,True,0.483570,0.274373,0.047125,0.020364,0.000287,0.025590,0.112920,0.002841,-0.000012
Forwarding,Floodlight,Linear,200,4,4,True,True,0.506693,0.266262,0.046473,0.020584,0.000288,0.028419,0.141806,0.002761,-0.000047
Forwarding,Floodlight,Linear,200,5,5,False,True,0.467085,0.254644,0.045255,0.018406,0.000304,0.025614,0.119289,0.003499,-0.000015
Forwarding,Floodlight,Linear,200,5,5,True,True,0.581085,0.267317,0.047232,0.019078,0.000327,0.027401,0.214433,0.005192,-0.000053
Forwarding,Floodlight,Linear,200,6,6,False,True,0.470484,0.257776,0.044477,0.019250,0.000279,0.027452,0.117602,0.003574,-0.000014
Forwarding,Floodlight,Linear,200,6,6,True,True,0.585573,0.264827,0.046884,0.019930,0.000290,0.027431,0.222070,0.004043,-0.000047
Forwarding,Floodlight,Linear,200,7,7,False,True,0.462077,0.256473,0.045180,0.017314,0.000252,0.013547,0.124506,0.004728,-0.000017
Forwarding,Floodlight,Linear,200,7,7,True,True,0.625369,0.269094,0.047428,0.018715,0.000283,0.013758,0.270298,0.005674,-0.000058
Forwarding,Floodlight,Linear,200,8,8,False,True,0.480199,0.263450,0.043124,0.018300,0.000301,0.012757,0.135938,0.006256,-0.000021
Forwarding,Floodlight,Linear,200,8,8,True,True,0.651419,0.275440,0.046082,0.018786,0.000285,0.012446,0.291079,0.007188,-0.000057
Forwarding,Floodlight,Linear,200,9,9,False,True,0.476130,0.265825,0.043175,0.017463,0.000277,0.011213,0.131533,0.006560,-0.000023
Forwarding,Floodlight,Linear,200,9,9,True,True,0.665596,0.274755,0.045155,0.018447,0.000282,0.011857,0.307773,0.007218,-0.000056
Forwarding,Floodlight,Linear,200,10,10,False,True,0.474763,0.256211,0.042538,0.016333,0.000288,0.011657,0.139043,0.008616,-0.000027
Forwarding,Floodlight,Linear,200,10,10,True,True,0.706244,0.280949,0.047013,0.017550,0.000294,0.011734,0.339626,0.008957,-0.000064
Forwarding,Floodlight,Linear,200,inf,inf,False,True,0.526400,0.273795,0.042554,0.013562,0.000270,0.012654,0.166683,0.016780,-0.000050
Forwarding,Floodlight,Linear,200,inf,inf,True,True,0.588859,0.263664,0.039020,0.013736,0.000262,0.011362,0.240264,0.020411,-0.000087
Forwarding,Floodlight,Star,200,0,0,False,True,0.211204,0.119463,0.026540,0.018673,0.000196,0.012291,0.033640,0.000342,-0.000005
Forwarding,Floodlight,Star,200,0,0,True,True,0.204541,0.116428,0.025505,0.017408,0.000179,0.011495,0.033179,0.000290,-0.000005
Forwarding,Floodlight,Star,200,1,1,False,True,0.214116,0.116993,0.025658,0.014531,0.000209,0.012638,0.042531,0.001495,-0.000008
Forwarding,Floodlight,Star,200,1,1,True,True,0.210471,0.113773,0.023745,0.012722,0.000182,0.012853,0.045665,0.001472,-0.000008
Forwarding,Floodlight,Star,200,2,2,False,True,0.217513,0.118802,0.024378,0.012674,0.000180,0.012360,0.046890,0.002164,-0.000010
Forwarding,Floodlight,Star,200,2,2,True,True,0.213887,0.113404,0.023751,0.012684,0.000184,0.013026,0.048695,0.002086,-0.000008
Forwarding,Floodlight,Star,200,3,3,False,True,0.223026,0.118032,0.024692,0.013150,0.000245,0.013283,0.050963,0.002596,-0.000011
Forwarding,Floodlight,Star,200,3,3,True,True,0.229520,0.112440,0.025572,0.013213,0.000183,0.011870,0.063536,0.002625,-0.000031
Forwarding,Floodlight,Star,200,4,4,False,True,0.219438,0.117656,0.022950,0.011911,0.000180,0.012674,0.051191,0.002811,-0.000012
