name,run,total_time_sec,
trace_floodlight_circuitpusher-StarTopology2,3,0.216243,
trace_floodlight_circuitpusher-StarTopology2,4,0.220203,
trace_floodlight_circuitpusher-StarTopology2,5,0.216359,
trace_floodlight_circuitpusher-StarTopology2,6,0.216046,
trace_floodlight_circuitpusher-StarTopology2,7,0.217898,
trace_floodlight_circuitpusher-StarTopology2,8,0.217844,
trace_floodlight_circuitpusher-StarTopology2,9,0.220936,
trace_floodlight_circuitpusher-MeshTopology2,1,0.345237,
trace_floodlight_circuitpusher-MeshTopology2,10,0.338744,
trace_floodlight_circuitpusher-MeshTopology2,11,0.35202,
trace_floodlight_circuitpusher-MeshTopology2,12,0.332326,
trace_floodlight_circuitpusher-MeshTopology2,13,0.332774,
trace_floodlight_circuitpusher-MeshTopology2,14,0.334855,
trace_floodlight_circuitpusher-MeshTopology2,15,0.349926,
trace_floodlight_circuitpusher-MeshTopology2,16,0.332927,
trace_floodlight_circuitpusher-MeshTopology2,17,0.33729,
trace_floodlight_circuitpusher-MeshTopology2,18,0.340207,
trace_floodlight_circuitpusher-MeshTopology2,19,0.331266,
trace_floodlight_circuitpusher-MeshTopology2,2,0.346847,
trace_floodlight_circuitpusher-MeshTopology2,20,0.336911,
trace_floodlight_circuitpusher-MeshTopology2,3,0.332684,
trace_floodlight_circuitpusher-MeshTopology2,4,0.329949,
trace_floodlight_circuitpusher-MeshTopology2,5,0.333407,
trace_floodlight_circuitpusher-MeshTopology2,6,0.334278,
trace_floodlight_circuitpusher-MeshTopology2,7,0.339785,
trace_floodlight_circuitpusher-MeshTopology2,8,0.331743,
trace_floodlight_circuitpusher-MeshTopology2,9,0.339529,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,1,1.141266,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,10,1.154599,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,11,1.145595,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,12,1.16365,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,13,1.133258,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,14,1.148556,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,15,1.148639,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,16,1.152913,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,17,1.131422,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,18,1.149396,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,19,1.154424,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,2,1.164809,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,20,1.148213,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,3,1.142431,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,4,1.156952,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,5,1.144339,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,6,1.165322,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,7,1.134508,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,8,1.145285,
trace_floodlight_circuitpusher-BinaryLeafTreeTopology2,9,1.139501,
trace_floodlight_firewall-StarTopology2,1,0.106089,
trace_floodlight_firewall-StarTopology2,10,0.09582,
trace_floodlight_firewall-StarTopology2,11,0.096497,
trace_floodlight_firewall-StarTopology2,12,0.097289,
trace_floodlight_firewall-StarTopology2,13,0.098373,
trace_floodlight_firewall-StarTopology2,14,0.097419,
trace_floodlight_firewall-StarTopology2,15,0.09861,
trace_floodlight_firewall-StarTopology2,16,0.096264,
trace_floodlight_firewall-StarTopology2,17,0.098949,
trace_floodlight_firewall-StarTopology2,18,0.094997,
trace_floodlight_firewall-StarTopology2,19,0.095398,
trace_floodlight_firewall-StarTopology2,2,0.099939,
trace_floodlight_firewall-StarTopology2,20,0.099513,
trace_floodlight_firewall-StarTopology2,3,0.098186,
trace_floodlight_firewall-StarTopology2,4,0.099061,
trace_floodlight_firewall-StarTopology2,5,0.09958,
trace_floodlight_firewall-StarTopology2,6,0.098701,
trace_floodlight_firewall-StarTopology2,7,0.097742,
trace_floodlight_firewall-StarTopology2,8,0.096133,
trace_floodlight_firewall-StarTopology2,9,0.098071,
trace_floodlight_firewall-MeshTopology2,1,0.115386,
trace_floodlight_firewall-MeshTopology2,10,0.108957,
trace_floodlight_firewall-MeshTopology2,11,0.108352,
trace_floodlight_firewall-MeshTopology2,12,0.106974,
trace_floodlight_firewall-MeshTopology2,13,0.10686,
trace_floodlight_firewall-MeshTopology2,14,0.106981,
trace_floodlight_firewall-MeshTopology2,15,0.105886,
trace_floodlight_firewall-MeshTopology2,16,0.10718,
trace_floodlight_firewall-MeshTopology2,17,0.10683,
trace_floodlight_firewall-MeshTopology2,18,0.11188,
trace_floodlight_firewall-MeshTopology2,19,0.107677,
trace_floodlight_firewall-MeshTopology2,2,0.106569,
trace_floodlight_firewall-MeshTopology2,20,0.108041,
trace_floodlight_firewall-MeshTopology2,3,0.107548,
trace_floodlight_firewall-MeshTopology2,4,0.107263,
trace_floodlight_firewall-MeshTopology2,5,0.109941,
trace_floodlight_firewall-MeshTopology2,6,0.106985,
trace_floodlight_firewall-MeshTopology2,7,0.107821,
trace_floodlight_firewall-MeshTopology2,8,0.110085,
trace_floodlight_firewall-MeshTopology2,9,0.109853,
trace_floodlight_firewall-BinaryLeafTreeTopology2,1,0.601476,
trace_floodlight_firewall-BinaryLeafTreeTopology2,10,0.571198,
trace_floodlight_firewall-BinaryLeafTreeTopology2,11,0.587431,
trace_floodlight_firewall-BinaryLeafTreeTopology2,12,0.571561,
trace_floodlight_firewall-BinaryLeafTreeTopology2,13,0.568703,
trace_floodlight_firewall-BinaryLeafTreeTopology2,14,0.587124,
trace_floodlight_firewall-BinaryLeafTreeTopology2,15,0.566826,
trace_floodlight_firewall-BinaryLeafTreeTopology2,16,0.573469,
trace_floodlight_firewall-BinaryLeafTreeTopology2,17,0.569297,
trace_floodlight_firewall-BinaryLeafTreeTopology2,18,0.586568,
trace_floodlight_firewall-BinaryLeafTreeTopology2,19,0.590379,
trace_floodlight_firewall-BinaryLeafTreeTopology2,2,0.56467,
trace_floodlight_firewall-BinaryLeafTreeTopology2,20,0.568772,
trace_floodlight_firewall-BinaryLeafTreeTopology2,3,0.575675,
trace_floodlight_firewall-BinaryLeafTreeTopology2,4,0.590452,
trace_floodlight_firewall-BinaryLeafTreeTopology2,5,0.568958,
trace_floodlight_firewall-BinaryLeafTreeTopology2,6,0.575659,
trace_floodlight_firewall-BinaryLeafTreeTopology2,7,0.578297,
trace_floodlight_firewall-BinaryLeafTreeTopology2,8,0.564384,
trace_floodlight_firewall-BinaryLeafTreeTopology2,9,0.570187,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_1,2,7.732082,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_10,2,7.218541,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_11,2,7.210472,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_12,2,7.249028,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_13,2,7.301712,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_14,2,7.216389,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_15,2,7.22397,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_16,2,7.209125,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_17,2,7.224364,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_18,2,7.190342,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_19,2,7.195214,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_2,2,7.295502,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_20,2,7.234271,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_3,2,7.320916,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_4,2,7.284369,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_5,2,7.311083,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_6,2,7.319708,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_7,2,7.209123,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_8,2,7.231543,
trace_floodlight_loadbalancer-StarTopology4-steps200//summary_timings_tbl_run_9,2,7.233915,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_1,2,5.344041,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_10,2,5.315745,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_11,2,5.318834,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_12,2,5.301584,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_13,2,5.382486,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_14,2,5.305987,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_15,2,5.314382,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_16,2,5.325798,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_17,2,5.433864,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_18,2,5.280106,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_19,2,5.323181,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_2,2,5.32757,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_20,2,5.345326,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_3,2,5.315325,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_4,2,5.284058,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_5,2,5.333387,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_6,2,5.294776,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_7,2,5.285023,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_8,2,5.303279,
trace_floodlight_loadbalancer-MeshTopology4-steps200//summary_timings_tbl_run_9,2,5.292077,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_1,2,73.320169,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_10,2,73.160954,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_11,2,73.235908,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_12,2,73.668738,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_13,2,73.666997,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_14,2,73.25644,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_15,2,73.303069,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_16,2,73.357718,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_17,2,73.233589,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_18,2,73.378484,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_19,2,73.485147,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_2,2,73.777201,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_20,2,73.54968,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_3,2,77.187158,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_4,2,73.358877,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_5,2,73.335626,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_6,2,74.15179,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_7,2,73.542213,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_8,2,73.440401,
trace_floodlight_loadbalancer-BinaryLeafTreeTopology2-steps200//summary_timings_tbl_run_9,2,73.694321,
