rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,73.781709,45.464196,24.934556,0.566547,0.005044,0.220901,2.586397,0.003873,-0.000151
1,1,False,True,72.446410,44.430772,23.661883,0.369668,0.004643,0.206566,3.727507,0.045138,-0.000192
2,2,False,True,74.380092,44.342913,23.624130,0.364362,0.004584,0.200410,5.758102,0.085305,-0.000247
3,3,False,True,77.853039,44.857782,24.152602,0.368770,0.004706,0.202894,8.141319,0.124619,-0.000305
4,4,False,True,81.859793,45.692383,24.212210,0.350957,0.004633,0.206161,11.225343,0.167708,-0.000357
5,5,False,True,83.618934,45.564488,23.682168,0.326746,0.004547,0.209271,13.621747,0.209522,-0.000403
6,6,False,True,92.334728,46.670989,26.747977,0.335340,0.006142,0.223079,18.083078,0.267419,-0.000663
7,7,False,True,100.586220,52.997448,26.921217,0.312759,0.004581,0.233012,19.797042,0.319293,-0.000822
8,8,False,True,96.786411,49.243389,26.310261,0.328110,0.005109,0.216250,20.329145,0.353372,-0.000735
9,9,False,True,96.512847,48.673269,26.434085,0.281137,0.004676,0.219520,20.491097,0.408182,-0.000839
10,10,False,True,97.089234,49.755397,26.207409,0.246071,0.004757,0.214313,20.227513,0.432864,-0.000866
inf,inf,False,True,121.413624,45.686188,22.968058,0.032049,0.005533,0.203452,51.279660,1.235286,-0.003332
