rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,4.012678,2.615296,1.119197,0.062321,0.000776,0.015120,0.198797,0.001113,-0.000022
1,1,False,True,4.027131,2.605728,1.104196,0.033890,0.000628,0.014972,0.254917,0.012720,-0.000040
2,2,False,True,4.144523,2.613116,1.104999,0.034763,0.000790,0.019671,0.342023,0.029059,-0.000067
3,3,False,True,4.233522,2.634817,1.109260,0.032000,0.000659,0.015748,0.396375,0.044537,-0.000087
4,4,False,True,4.260595,2.606698,1.101947,0.031057,0.000627,0.014970,0.452441,0.052713,-0.000099
5,5,False,True,4.278205,2.596901,1.094751,0.029478,0.000606,0.014802,0.479422,0.062101,-0.000107
6,6,False,True,4.341608,2.614386,1.087217,0.029051,0.000616,0.015578,0.523193,0.071403,-0.000127
7,7,False,True,4.375150,2.602749,1.099952,0.028588,0.000618,0.015918,0.550033,0.077120,-0.000136
8,8,False,True,4.377466,2.597743,1.094731,0.027001,0.000633,0.016283,0.557594,0.083302,-0.000143
9,9,False,True,4.383951,2.599963,1.076626,0.024557,0.000619,0.016974,0.571719,0.093297,-0.000157
10,10,False,True,4.380887,2.589429,1.083714,0.024122,0.000612,0.017418,0.565374,0.100016,-0.000163
inf,inf,False,True,4.378296,2.613569,1.001550,0.084212,0.000643,0.016019,0.508010,0.153989,-0.000261
