rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,4.019881,2.616088,1.121689,0.062806,0.000644,0.014990,0.202488,0.001118,-0.000022
1,1,False,True,4.031536,2.614946,1.097207,0.034423,0.000627,0.015956,0.254918,0.013380,-0.000041
2,2,False,True,4.101477,2.593745,1.096961,0.031325,0.000620,0.014743,0.334431,0.029548,-0.000066
3,3,False,True,4.177407,2.592096,1.096968,0.031408,0.000617,0.015561,0.396928,0.043705,-0.000086
4,4,False,True,4.291674,2.630170,1.106480,0.034443,0.000662,0.015247,0.450759,0.053775,-0.000098
5,5,False,True,4.287620,2.606014,1.093988,0.029795,0.000625,0.015861,0.479550,0.061643,-0.000107
6,6,False,True,4.505276,2.716596,1.117631,0.031388,0.000649,0.016408,0.551094,0.071348,-0.000126
7,7,False,True,4.367888,2.597061,1.095787,0.028767,0.000770,0.015657,0.551081,0.078593,-0.000136
8,8,False,True,4.379272,2.593677,1.088451,0.027055,0.000611,0.015626,0.570160,0.083513,-0.000142
9,9,False,True,4.450291,2.644209,1.080408,0.025088,0.000679,0.017228,0.589761,0.092725,-0.000156
10,10,False,True,4.393724,2.595808,1.082817,0.025172,0.000735,0.017439,0.570919,0.100629,-0.000168
inf,inf,False,True,4.403638,2.628381,1.007599,0.076871,0.000627,0.015575,0.519552,0.154744,-0.000252
