rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,4.006863,2.605196,1.126940,0.062486,0.000635,0.015249,0.195172,0.001128,-0.000021
1,1,False,True,4.043631,2.612855,1.112384,0.033588,0.000635,0.015831,0.254370,0.013890,-0.000040
2,2,False,True,4.117361,2.594480,1.097026,0.032592,0.000622,0.015875,0.347291,0.029371,-0.000066
3,3,False,True,4.182917,2.599098,1.107379,0.030893,0.000621,0.014793,0.387132,0.042879,-0.000085
4,4,False,True,4.239997,2.591570,1.098868,0.030734,0.000646,0.015897,0.449084,0.053058,-0.000098
5,5,False,True,4.286373,2.591152,1.095531,0.029884,0.000623,0.014796,0.491771,0.062471,-0.000108
6,6,False,True,4.354290,2.616647,1.089731,0.029507,0.000622,0.016067,0.530066,0.071487,-0.000126
7,7,False,True,4.385020,2.597946,1.105060,0.028398,0.000616,0.015651,0.559433,0.077741,-0.000137
8,8,False,True,4.378806,2.587229,1.087399,0.028768,0.000637,0.014965,0.573612,0.085927,-0.000205
9,9,False,True,4.399920,2.613931,1.080177,0.023908,0.000663,0.016050,0.571014,0.093982,-0.000156
10,10,False,True,4.395583,2.605515,1.084138,0.024993,0.000626,0.017149,0.563724,0.099236,-0.000165
inf,inf,False,True,4.370320,2.601036,1.000822,0.088030,0.000621,0.015111,0.510654,0.153739,-0.000258
