rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,4.033445,2.644736,1.117218,0.061981,0.000620,0.014829,0.192965,0.001036,-0.000021
1,1,False,True,4.036612,2.627716,1.102350,0.033008,0.000625,0.014703,0.244184,0.013947,-0.000041
2,2,False,True,4.199614,2.653986,1.125191,0.032272,0.000639,0.018831,0.338260,0.030328,-0.000068
3,3,False,True,4.233263,2.635426,1.118040,0.032864,0.000618,0.015047,0.388309,0.042837,-0.000085
4,4,False,True,4.260075,2.617771,1.112890,0.030582,0.000616,0.015797,0.430146,0.052137,-0.000098
5,5,False,True,4.309418,2.613946,1.097086,0.030672,0.000656,0.015998,0.488451,0.062463,-0.000109
6,6,False,True,4.418547,2.648877,1.110641,0.029235,0.000614,0.015512,0.540663,0.072835,-0.000134
7,7,False,True,4.384732,2.625149,1.090057,0.028442,0.000623,0.015372,0.546051,0.078868,-0.000134
8,8,False,True,4.407543,2.609888,1.097357,0.026317,0.000681,0.014924,0.575038,0.083161,-0.000141
9,9,False,True,4.424047,2.616261,1.102744,0.024576,0.000602,0.016945,0.569031,0.093695,-0.000158
10,10,False,True,4.405787,2.623011,1.082534,0.024470,0.000606,0.016247,0.559066,0.099654,-0.000163
inf,inf,False,True,4.406220,2.645791,1.003251,0.083101,0.000627,0.015868,0.503003,0.154289,-0.000253
