rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,4.075587,2.656623,1.141218,0.065371,0.000640,0.016279,0.194162,0.001235,-0.000023
1,1,False,True,4.050028,2.625109,1.116058,0.033145,0.000625,0.015182,0.246235,0.013597,-0.000041
2,2,False,True,4.183379,2.642424,1.119794,0.031604,0.000629,0.015230,0.344462,0.029134,-0.000066
3,3,False,True,4.247430,2.644616,1.116971,0.032095,0.000622,0.015438,0.394308,0.043258,-0.000086
4,4,False,True,4.314104,2.660566,1.101027,0.031489,0.000650,0.015364,0.451399,0.053474,-0.000099
5,5,False,True,4.309319,2.621892,1.099842,0.029912,0.000630,0.015738,0.479180,0.061981,-0.000107
6,6,False,True,4.365699,2.617316,1.098398,0.029978,0.000627,0.015931,0.530833,0.072450,-0.000128
7,7,False,True,4.375873,2.615092,1.101260,0.028430,0.000619,0.014635,0.537591,0.078076,-0.000133
8,8,False,True,4.386639,2.613971,1.090999,0.026596,0.000609,0.014753,0.555528,0.084004,-0.000142
9,9,False,True,4.402122,2.618195,1.079043,0.023988,0.000607,0.016963,0.570491,0.092642,-0.000156
10,10,False,True,4.471948,2.673010,1.100805,0.024870,0.000629,0.019444,0.553532,0.099459,-0.000164
inf,inf,False,True,4.590905,2.730009,1.037540,0.090643,0.000751,0.015319,0.561766,0.154585,-0.000254
