rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.858394,0.634343,0.188097,0.013993,0.000948,0.013990,0.006532,0.000449,-0.000011
1,1,False,True,0.851364,0.626777,0.185247,0.013836,0.000910,0.013788,0.008336,0.002397,-0.000041
2,2,False,True,0.870077,0.633460,0.194761,0.011694,0.000905,0.014041,0.010511,0.004530,-0.000142
3,3,False,True,0.874407,0.633512,0.188900,0.015357,0.001146,0.015963,0.012714,0.006401,-0.000381
4,4,False,True,0.871810,0.635774,0.186158,0.010422,0.000989,0.014214,0.014530,0.009269,-0.000417
5,5,False,True,0.881455,0.642564,0.187243,0.010135,0.000908,0.014128,0.015583,0.010269,-0.000592
6,6,False,True,0.880211,0.645869,0.178312,0.010180,0.000920,0.014567,0.017246,0.012289,-0.000790
7,7,False,True,0.893477,0.648979,0.186486,0.010614,0.000949,0.014372,0.017955,0.013311,-0.000777
8,8,False,True,0.882591,0.635411,0.179296,0.010196,0.000933,0.015804,0.022786,0.017322,-0.000807
9,9,False,True,0.890122,0.642083,0.180437,0.009530,0.001080,0.016453,0.022140,0.017534,-0.000832
10,10,False,True,0.881368,0.629900,0.183940,0.009305,0.000933,0.013784,0.023105,0.019529,-0.000835
inf,inf,False,True,0.901206,0.638051,0.176604,0.009254,0.000904,0.013767,0.032955,0.028332,-0.001302
