key,value
rw_delta,6
ww_delta,6
alt_barr,True
data_deps,True
total_time_sec,1.277639
load_time_sec,0.639715
detect_races_time_sec,0.220502
extract_traces_time_sec,0.038900
find_reactive_cmds_time_sec,0.001315
find_proactive_cmds_time_sec,0.057187
find_covered_races_time,0.310193
per_packet_inconsistent_time_sec,0.009771
find_inconsistent_update_time_sec,-0.000027
