rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.940152,1.560661,0.315642,0.033249,0.001681,0.014815,0.013512,0.000528,-0.000014
0,0,True,True,2.080471,1.694785,0.314757,0.037090,0.002291,0.016863,0.014014,0.000593,-0.000021
1,1,False,True,1.936689,1.565601,0.302147,0.029130,0.001704,0.014036,0.020883,0.003107,-0.000019
1,1,True,True,1.976235,1.592698,0.311254,0.030078,0.002061,0.013488,0.021177,0.005355,-0.000036
2,2,False,True,1.952080,1.575094,0.304041,0.028847,0.001713,0.013909,0.022872,0.005521,-0.000022
2,2,True,True,1.966170,1.589583,0.303944,0.028014,0.001710,0.014825,0.022461,0.005555,-0.000022
3,3,False,True,1.980180,1.590130,0.311622,0.029647,0.001682,0.014767,0.024338,0.007916,-0.000026
3,3,True,True,1.964769,1.581914,0.303674,0.028816,0.001678,0.015762,0.024718,0.008035,-0.000112
4,4,False,True,1.953204,1.574823,0.298787,0.027959,0.001663,0.014433,0.025841,0.009617,-0.000030
4,4,True,True,1.980476,1.581464,0.310418,0.027119,0.001794,0.015317,0.033275,0.010693,-0.000346
5,5,False,True,1.988213,1.599478,0.306104,0.026997,0.001822,0.014071,0.028568,0.011083,-0.000034
5,5,True,True,1.994550,1.599757,0.298362,0.026457,0.001652,0.013674,0.042124,0.011971,-0.000492
6,6,False,True,2.036306,1.628978,0.314029,0.025648,0.001653,0.014849,0.034536,0.016505,-0.000042
6,6,True,True,1.987004,1.575049,0.305011,0.025195,0.001745,0.014376,0.050140,0.014886,-0.000552
7,7,False,True,2.069413,1.671798,0.307832,0.026515,0.001808,0.013843,0.034096,0.013416,-0.000044
7,7,True,True,1.985650,1.572968,0.298354,0.025492,0.001721,0.013614,0.056885,0.015922,-0.000633
8,8,False,True,2.025758,1.630647,0.305973,0.024970,0.001689,0.014642,0.033708,0.014042,-0.000037
8,8,True,True,1.984359,1.566314,0.298839,0.024811,0.001662,0.014083,0.060885,0.017084,-0.000615
9,9,False,True,1.977838,1.585497,0.302485,0.025049,0.001733,0.013955,0.034038,0.014981,-0.000037
9,9,True,True,1.983234,1.566492,0.298092,0.024523,0.001688,0.013345,0.060932,0.017413,-0.000687
10,10,False,True,2.027233,1.629889,0.305194,0.024477,0.001661,0.013807,0.036551,0.015551,-0.000039
10,10,True,True,2.010891,1.580542,0.300704,0.024563,0.001710,0.013324,0.070406,0.018870,-0.000705
inf,inf,False,True,1.974048,1.571205,0.291656,0.022632,0.001708,0.013691,0.048795,0.024243,-0.000056
inf,inf,True,True,2.228464,1.732700,0.315853,0.022967,0.001679,0.014208,0.102534,0.036538,-0.001927
