key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf,True-0,True-1,True-2,True-3,True-4,True-5,True-6,True-7,True-8,True-9,True-10,True-inf
total_time_sec,1.940152,1.936689,1.952080,1.980180,1.953204,1.988213,2.036306,2.069413,2.025758,1.977838,2.027233,1.974048,2.080471,1.976235,1.966170,1.964769,1.980476,1.994550,1.987004,1.985650,1.984359,1.983234,2.010891,2.228464
load_time_sec,1.560661,1.565601,1.575094,1.590130,1.574823,1.599478,1.628978,1.671798,1.630647,1.585497,1.629889,1.571205,1.694785,1.592698,1.589583,1.581914,1.581464,1.599757,1.575049,1.572968,1.566314,1.566492,1.580542,1.732700
detect_races_time_sec,0.315642,0.302147,0.304041,0.311622,0.298787,0.306104,0.314029,0.307832,0.305973,0.302485,0.305194,0.291656,0.314757,0.311254,0.303944,0.303674,0.310418,0.298362,0.305011,0.298354,0.298839,0.298092,0.300704,0.315853
extract_traces_time_sec,0.033249,0.029130,0.028847,0.029647,0.027959,0.026997,0.025648,0.026515,0.024970,0.025049,0.024477,0.022632,0.037090,0.030078,0.028014,0.028816,0.027119,0.026457,0.025195,0.025492,0.024811,0.024523,0.024563,0.022967
find_reactive_cmds_time_sec,0.001681,0.001704,0.001713,0.001682,0.001663,0.001822,0.001653,0.001808,0.001689,0.001733,0.001661,0.001708,0.002291,0.002061,0.001710,0.001678,0.001794,0.001652,0.001745,0.001721,0.001662,0.001688,0.001710,0.001679
find_proactive_cmds_time_sec,0.014815,0.014036,0.013909,0.014767,0.014433,0.014071,0.014849,0.013843,0.014642,0.013955,0.013807,0.013691,0.016863,0.013488,0.014825,0.015762,0.015317,0.013674,0.014376,0.013614,0.014083,0.013345,0.013324,0.014208
find_covered_races_time,0.013512,0.020883,0.022872,0.024338,0.025841,0.028568,0.034536,0.034096,0.033708,0.034038,0.036551,0.048795,0.014014,0.021177,0.022461,0.024718,0.033275,0.042124,0.050140,0.056885,0.060885,0.060932,0.070406,0.102534
per_packet_inconsistent_time_sec,0.000528,0.003107,0.005521,0.007916,0.009617,0.011083,0.016505,0.013416,0.014042,0.014981,0.015551,0.024243,0.000593,0.005355,0.005555,0.008035,0.010693,0.011971,0.014886,0.015922,0.017084,0.017413,0.018870,0.036538
find_inconsistent_update_time_sec,-0.000014,-0.000019,-0.000022,-0.000026,-0.000030,-0.000034,-0.000042,-0.000044,-0.000037,-0.000037,-0.000039,-0.000056,-0.000021,-0.000036,-0.000022,-0.000112,-0.000346,-0.000492,-0.000552,-0.000633,-0.000615,-0.000687,-0.000705,-0.001927
