key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
total_time_sec,0.860707,0.888438,0.921469,0.955730,1.118181,1.047366,1.065055,1.085404,1.024434,1.002550,1.014640,1.046644
load_time_sec,0.468913,0.469424,0.474030,0.486154,0.471696,0.470695,0.471055,0.470576,0.471238,0.475488,0.466397,0.473532
detect_races_time_sec,0.221412,0.220740,0.214523,0.212975,0.208540,0.205859,0.203580,0.202731,0.200877,0.198381,0.195652,0.194239
extract_traces_time_sec,0.026042,0.025654,0.024857,0.024724,0.023925,0.023332,0.022873,0.022575,0.022610,0.022210,0.022433,0.019051
find_reactive_cmds_time_sec,0.000908,0.000892,0.000919,0.000954,0.000893,0.000906,0.000883,0.000891,0.000892,0.000899,0.000953,0.000870
find_proactive_cmds_time_sec,0.004692,0.004673,0.004669,0.004806,0.004672,0.004676,0.004670,0.004664,0.004644,0.004638,0.004593,0.004622
find_covered_races_time,0.138345,0.164575,0.199446,0.221707,0.399484,0.333995,0.353211,0.374443,0.312848,0.289401,0.312479,0.338506
per_packet_inconsistent_time_sec,0.000377,0.002453,0.002992,0.004373,0.008900,0.007851,0.008726,0.009468,0.011263,0.011469,0.012070,0.015740
find_inconsistent_update_time_sec,0.000009,0.000019,0.000023,0.000029,0.000053,0.000043,0.000047,0.000047,0.000054,0.000053,0.000055,0.000075
