rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.875464,0.546096,0.201413,0.020228,0.000876,0.012052,0.094310,0.000445,-0.000011
1,1,False,True,0.898263,0.550872,0.202785,0.019900,0.000876,0.012080,0.109786,0.001914,-0.000016
2,2,False,True,0.906084,0.549142,0.197506,0.019479,0.000867,0.012570,0.122935,0.003526,-0.000021
3,3,False,True,0.924604,0.549443,0.196145,0.018515,0.000846,0.012289,0.142431,0.004871,-0.000025
4,4,False,True,0.986398,0.550801,0.194480,0.017915,0.000866,0.012700,0.202062,0.007507,-0.000035
5,5,False,True,1.013022,0.553023,0.193940,0.016434,0.000836,0.013575,0.225275,0.009855,-0.000047
6,6,False,True,1.043325,0.562363,0.193945,0.016539,0.000869,0.013273,0.245239,0.011018,-0.000045
7,7,False,True,1.019577,0.545936,0.192864,0.015849,0.000835,0.012795,0.240037,0.011183,-0.000045
8,8,False,True,0.979941,0.551832,0.189506,0.015621,0.000829,0.013274,0.195929,0.012860,-0.000051
9,9,False,True,0.965827,0.552324,0.187861,0.015174,0.000813,0.013279,0.182326,0.013950,-0.000054
10,10,False,True,0.968953,0.545872,0.190322,0.015433,0.000846,0.013492,0.189177,0.013726,-0.000053
inf,inf,False,True,0.947622,0.548632,0.183833,0.012165,0.000824,0.012290,0.173117,0.016655,-0.000069
