rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.869482,0.544118,0.198466,0.020502,0.000873,0.012388,0.092560,0.000526,-0.000011
1,1,False,True,0.901964,0.556536,0.200016,0.019617,0.000857,0.012133,0.110770,0.001982,-0.000015
2,2,False,True,0.891382,0.543983,0.195822,0.018912,0.000888,0.012068,0.116477,0.003174,-0.000020
3,3,False,True,0.923493,0.549699,0.199307,0.019426,0.000875,0.012419,0.137075,0.004636,-0.000024
4,4,False,True,0.973034,0.545994,0.193328,0.017451,0.000849,0.012166,0.195014,0.008163,-0.000035
5,5,False,True,1.015148,0.553453,0.194364,0.016621,0.000840,0.013517,0.227205,0.009075,-0.000040
6,6,False,True,1.026121,0.552616,0.189765,0.015995,0.000838,0.012957,0.243711,0.010159,-0.000043
7,7,False,True,1.022368,0.549586,0.189249,0.015768,0.000812,0.014245,0.241933,0.010694,-0.000044
8,8,False,True,0.993251,0.547981,0.189866,0.016069,0.000898,0.013644,0.211388,0.013319,-0.000052
9,9,False,True,0.963031,0.545947,0.187719,0.014969,0.000808,0.013464,0.186064,0.013968,-0.000053
10,10,False,True,0.972594,0.545917,0.189654,0.015129,0.000833,0.013354,0.193586,0.014033,-0.000054
inf,inf,False,True,0.945905,0.548549,0.187808,0.012123,0.000807,0.011969,0.166894,0.017653,-0.000069
