rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.888473,0.554299,0.203017,0.020373,0.000866,0.012127,0.097309,0.000439,-0.000011
1,1,False,True,0.898727,0.550589,0.198875,0.019636,0.000866,0.011954,0.114642,0.002111,-0.000016
2,2,False,True,0.891474,0.541476,0.195378,0.019458,0.000862,0.012511,0.116665,0.005010,-0.000045
3,3,False,True,0.928997,0.554312,0.195722,0.019317,0.000845,0.012016,0.141977,0.004747,-0.000025
4,4,False,True,0.976683,0.545342,0.192399,0.017361,0.000842,0.012229,0.200287,0.008153,-0.000036
5,5,False,True,1.006997,0.548268,0.189789,0.016467,0.000819,0.013681,0.228945,0.008946,-0.000039
6,6,False,True,1.019960,0.547757,0.189276,0.016016,0.000826,0.012913,0.242300,0.010791,-0.000044
7,7,False,True,1.023312,0.542716,0.189308,0.015511,0.000819,0.012840,0.251439,0.010598,-0.000046
8,8,False,True,0.989313,0.553403,0.187932,0.015614,0.000834,0.012539,0.205587,0.013314,-0.000052
9,9,False,True,0.973241,0.557819,0.186432,0.015653,0.000855,0.013200,0.185429,0.013768,-0.000051
10,10,False,True,0.958425,0.547157,0.186580,0.014981,0.000804,0.013548,0.181334,0.013931,-0.000052
inf,inf,False,True,0.941994,0.546673,0.183496,0.011941,0.000790,0.012507,0.169285,0.017193,-0.000072
