rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.886329,0.429385,0.135074,0.077318,0.000494,0.109888,0.133433,0.000691,-0.000010
0,0,True,True,0.816155,0.357301,0.114322,0.112567,0.000713,0.099261,0.131235,0.000708,-0.000011
1,1,False,True,1.061701,0.384414,0.113043,0.063833,0.000498,0.123595,0.364464,0.011793,-0.000023
1,1,True,True,0.895836,0.357982,0.107359,0.046723,0.000415,0.096352,0.277084,0.009629,-0.000250
2,2,True,True,1.027423,0.361060,0.105599,0.040235,0.000411,0.076970,0.426752,0.016327,-0.000034
2,2,False,True,1.048276,0.376648,0.106155,0.041603,0.000444,0.077565,0.429806,0.015992,-0.000030
3,3,False,True,1.677256,0.388972,0.107996,0.038161,0.000407,0.077187,1.043109,0.021348,-0.000041
3,3,True,True,1.303087,0.419328,0.103385,0.035973,0.000387,0.096370,0.620872,0.026654,-0.000079
4,4,True,True,1.377662,0.360010,0.101110,0.033949,0.000328,0.075564,0.734895,0.071532,-0.000220
4,4,False,True,1.450012,0.381081,0.166260,0.072537,0.000709,0.135278,0.661418,0.032634,-0.000056
5,5,False,True,1.286085,0.406424,0.100048,0.032034,0.000379,0.082297,0.626410,0.038385,-0.000065
5,5,True,True,1.341465,0.370959,0.101317,0.031196,0.000540,0.098394,0.705626,0.033299,-0.000099
6,6,False,True,1.481202,0.498220,0.115804,0.031430,0.000618,0.095068,0.697754,0.042200,-0.000070
6,6,True,True,1.394251,0.398888,0.098351,0.025831,0.000326,0.079208,0.746441,0.045056,-0.000114
7,7,False,True,1.368811,0.388332,0.111648,0.026070,0.000303,0.077197,0.709732,0.055397,-0.000091
7,7,True,True,1.526360,0.468555,0.109283,0.028913,0.000614,0.083243,0.787264,0.048319,-0.000130
8,8,True,True,1.517263,0.444047,0.117660,0.021960,0.000349,0.089431,0.786929,0.056667,-0.000184
8,8,False,True,1.409491,0.582044,0.093226,0.018100,0.000275,0.076363,0.587920,0.051448,-0.000080
9,9,False,True,1.284416,0.371873,0.091343,0.020381,0.000331,0.079873,0.664293,0.056182,-0.000130
9,9,True,True,1.413077,0.394613,0.099308,0.019853,0.000338,0.081299,0.757051,0.060416,-0.000137
10,10,True,True,1.676884,0.435691,0.107054,0.020921,0.000390,0.086302,0.879427,0.146738,-0.000305
10,10,False,True,1.233841,0.366309,0.093327,0.018526,0.000354,0.078683,0.621856,0.054661,-0.000086
inf,inf,False,True,1.304870,0.376084,0.090730,0.017699,0.000316,0.105081,0.653219,0.061618,-0.000088
inf,inf,True,True,1.518846,0.397925,0.089244,0.018597,0.000329,0.076292,0.831090,0.105180,-0.000138
