rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,550,1049,135,126,9,543,1140,0,597,0,543,127,0,0,0,0,0,11,0
1,1,False,True,550,996,135,126,9,471,1140,69,597,3,471,127,29,0,3,26,0,11,0
2,2,False,True,550,951,135,126,9,410,1140,130,597,3,410,127,45,0,3,42,0,11,0
3,3,False,True,550,905,135,126,9,351,1140,187,597,5,351,127,58,0,5,53,0,11,0
4,4,False,True,550,863,135,126,9,298,1140,225,597,20,298,127,69,0,17,52,0,11,0
5,5,False,True,550,822,135,126,9,244,1140,266,597,33,244,127,82,0,30,52,0,11,0
6,6,False,True,550,755,135,126,9,158,1140,335,597,50,158,127,101,0,47,54,0,11,0
7,7,False,True,550,720,135,126,9,112,1140,370,597,61,112,127,112,0,58,54,0,11,0
8,8,False,True,550,673,135,126,9,53,1140,418,597,72,53,127,124,0,69,55,0,11,0
9,9,False,True,550,646,135,126,9,24,1140,426,597,93,24,127,126,0,90,36,0,11,0
10,10,False,True,550,638,135,126,9,16,1140,426,597,101,16,127,126,0,98,28,0,11,0
inf,inf,False,True,550,622,135,126,9,0,1140,426,597,117,0,127,126,0,114,12,0,11,0
