key,value
rw_delta,2
ww_delta,2
alt_barrier,True
total_time_sec,1.175030
load_time_sec,0.340596
detect_races_time_sec,0.141437
extract_traces_time_sec,0.043662
per_packet_inconsistent_time_sec,0.011645
find_reactive_cmds_time_sec,0.000421
find_proactive_cmds_time_sec,0.084442
find_inconsistent_update_time_sec,0.000037
