rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.974438,0.411316,0.510783,0.028930,0.000239,0.012887,0.010006,0.000231,-0.000014
1,1,False,True,1.018228,0.402863,0.495276,0.017952,0.000180,0.012959,0.085108,0.003400,-0.000434
2,2,False,True,1.041165,0.399716,0.500131,0.012109,0.000178,0.012715,0.109302,0.006294,-0.000666
3,3,False,True,1.051730,0.406069,0.496248,0.010469,0.000186,0.013242,0.115777,0.008888,-0.000814
4,4,False,True,1.045485,0.403597,0.494110,0.008205,0.000225,0.012696,0.113428,0.012169,-0.001021
5,5,False,True,1.035799,0.398825,0.493669,0.007041,0.000180,0.012616,0.107354,0.014938,-0.001142
6,6,False,True,1.033170,0.392715,0.492931,0.005725,0.000172,0.012988,0.110828,0.016479,-0.001297
7,7,False,True,1.041236,0.398594,0.486643,0.005281,0.000176,0.012926,0.112683,0.023121,-0.001775
8,8,False,True,1.035285,0.391932,0.484137,0.005166,0.000183,0.013758,0.118036,0.020514,-0.001524
9,9,False,True,1.034160,0.402498,0.479908,0.004832,0.000182,0.013342,0.109306,0.022434,-0.001625
10,10,False,True,1.017484,0.394791,0.480779,0.004684,0.000176,0.012666,0.098790,0.023869,-0.001691
inf,inf,False,True,0.998553,0.404225,0.462025,0.003474,0.000169,0.012935,0.075567,0.037450,-0.002676
